,round,venue,gf,ga,xg,xga,poss,formation,sh,sot,dist,fk,pk,pkatt,venue_code,opp_code,hour,day_code,gf_rolling,ga_rolling,sh_rolling,sot_rolling,dist_rolling,fk_rolling,pk_rolling,pkatt_rolling,home_code,target_away,target_home
574,4,0,1.0,1.0,1.1,0.4,48.0,17,8.0,2.0,13.2,0.0,0.0,0.0,0,18,20,2,1.6666666666666667,1.3333333333333333,12.666666666666666,4.666666666666667,16.733333333333334,1.3333333333333333,0.0,0.0,6,0,0
575,5,1,0.0,7.0,0.3,2.5,36.0,17,5.0,3.0,20.8,0.0,0.0,0.0,1,11,12,5,0.6666666666666666,1.3333333333333333,12.0,3.333333333333333,15.4,1.0,0.0,0.0,6,1,0
576,6,0,0.0,3.0,0.9,3.9,61.0,17,13.0,6.0,20.2,2.0,0.0,0.0,0,1,15,5,0.6666666666666666,3.0,9.666666666666666,3.333333333333333,16.666666666666668,0.6666666666666666,0.0,0.0,6,1,0
577,7,1,1.0,1.0,0.5,1.9,34.0,17,4.0,1.0,10.1,0.0,0.0,0.0,1,10,15,0,0.3333333333333333,3.6666666666666665,8.666666666666666,3.6666666666666665,18.066666666666663,0.6666666666666666,0.0,0.0,6,0,0
578,9,0,0.0,0.0,0.8,0.4,33.0,17,12.0,2.0,18.2,1.0,0.0,0.0,0,0,20,3,0.3333333333333333,3.6666666666666665,7.333333333333333,3.333333333333333,17.03333333333333,0.6666666666666666,0.0,0.0,6,0,0
579,10,0,0.0,4.0,0.1,0.7,29.0,10,2.0,0.0,28.2,0.0,0.0,0.0,0,12,19,6,0.3333333333333333,1.3333333333333333,9.666666666666666,3.0,16.166666666666668,1.0,0.0,0.0,6,1,0
580,12,1,2.0,3.0,0.7,2.8,54.0,17,6.0,3.0,21.8,0.0,0.0,0.0,1,18,18,1,0.3333333333333333,1.6666666666666667,6.0,1.0,18.83333333333333,0.3333333333333333,0.0,0.0,6,1,0
581,13,1,1.0,0.0,1.4,0.4,48.0,12,11.0,2.0,20.0,2.0,0.0,0.0,1,19,15,5,0.6666666666666666,2.333333333333333,6.666666666666667,1.6666666666666667,22.73333333333333,0.3333333333333333,0.0,0.0,6,0,1
582,14,0,2.0,1.0,0.7,1.9,39.0,17,6.0,3.0,18.6,0.0,0.0,0.0,0,14,20,1,1.0,2.333333333333333,6.333333333333333,1.6666666666666667,23.33333333333333,0.6666666666666666,0.0,0.0,6,0,1
583,15,0,0.0,2.0,0.4,1.9,33.0,17,8.0,3.0,19.3,0.0,0.0,0.0,0,9,20,0,1.6666666666666667,1.3333333333333333,7.666666666666667,2.6666666666666665,20.133333333333336,0.6666666666666666,0.0,0.0,6,1,0
584,17,0,2.0,1.0,0.2,2.4,26.0,15,3.0,2.0,15.0,0.0,0.0,0.0,0,4,20,0,1.0,1.0,8.333333333333334,2.6666666666666665,19.3,0.6666666666666666,0.0,0.0,6,0,1
585,18,1,0.0,0.0,0.1,1.4,40.0,12,3.0,0.0,15.8,0.0,0.0,0.0,1,8,12,6,1.3333333333333333,1.3333333333333333,5.666666666666667,2.6666666666666665,17.633333333333336,0.0,0.0,0.0,6,0,0
586,21,1,0.0,0.0,0.9,0.9,37.0,17,8.0,2.0,18.3,1.0,0.0,0.0,1,13,20,2,0.6666666666666666,1.0,4.666666666666667,1.6666666666666667,16.700000000000003,0.0,0.0,0.0,6,0,0
