,round,venue,gf,ga,xg,xga,poss,formation,sh,sot,dist,fk,pk,pkatt,season,venue_code,opp_code,hour,day_code,gf_rolling,ga_rolling,sh_rolling,sot_rolling,dist_rolling,fk_rolling,pk_rolling,pkatt_rolling,home_code,target_away,target_draw,target_home
1149,22,1,1.0,1.0,1.5,1.0,49.0,4,19.0,8.0,20.8,1.0,0.0,0.0,2022-01-01,1,15,15,5,0.6666666666666666,2.6666666666666665,9.666666666666666,3.0,15.333333333333334,0.0,0.0,0.0,7,0,1,0
1150,32,0,1.0,1.0,1.1,2.1,42.0,4,14.0,7.0,16.7,0.0,0.0,0.0,2022-01-01,0,3,15,5,0.6666666666666666,1.3333333333333333,14.0,5.0,16.366666666666667,0.3333333333333333,0.0,0.0,7,0,1,0
1151,33,0,1.0,1.0,1.0,1.0,31.0,15,7.0,2.0,19.1,1.0,0.0,0.0,2022-01-01,0,9,20,1,1.0,1.3333333333333333,16.0,6.333333333333333,17.433333333333334,0.3333333333333333,0.0,0.0,7,0,1,0
1152,34,1,0.0,0.0,1.7,2.1,39.0,15,14.0,3.0,15.5,0.0,0.0,0.0,2022-01-01,1,11,12,5,1.0,1.0,13.333333333333334,5.666666666666667,18.86666666666667,0.6666666666666666,0.0,0.0,7,0,1,0
1153,36,1,1.0,0.0,0.4,1.0,53.0,15,7.0,2.0,21.4,0.0,0.0,0.0,2022-01-01,1,18,14,6,0.6666666666666666,0.6666666666666666,11.666666666666666,4.0,17.099999999999998,0.3333333333333333,0.0,0.0,7,0,0,1
1154,37,0,2.0,1.0,2.0,1.7,45.0,15,12.0,5.0,17.4,1.0,0.0,0.0,2022-01-01,0,16,15,5,0.6666666666666666,0.3333333333333333,9.333333333333334,2.333333333333333,18.666666666666668,0.3333333333333333,0.0,0.0,7,0,0,1
1155,1,1,1.0,2.0,0.6,1.4,40.0,15,11.0,2.0,17.4,0.0,0.0,0.0,2022-01-01,1,13,19,6,1.0,0.3333333333333333,11.0,3.333333333333333,18.1,0.3333333333333333,0.0,0.0,7,1,0,0
1156,2,0,0.0,2.0,0.4,2.2,38.0,19,4.0,0.0,13.5,0.0,0.0,0.0,2022-01-01,0,17,17,5,1.3333333333333333,1.0,10.0,3.0,18.73333333333333,0.3333333333333333,0.0,0.0,7,1,0,0
1157,3,0,0.0,1.0,0.2,1.5,51.0,15,1.0,0.0,7.5,0.0,0.0,0.0,2022-01-01,0,14,19,2,1.0,1.6666666666666667,9.0,2.333333333333333,16.099999999999998,0.3333333333333333,0.0,0.0,7,1,0,0
1158,4,1,3.0,0.0,1.4,0.9,46.0,12,9.0,6.0,16.8,0.0,0.0,0.0,2022-01-01,1,6,15,5,0.3333333333333333,1.6666666666666667,5.333333333333333,0.6666666666666666,12.8,0.0,0.0,0.0,7,0,0,1
1159,5,0,0.0,0.0,0.9,1.9,44.0,12,9.0,4.0,12.2,0.0,0.0,0.0,2022-01-01,0,8,17,5,1.0,1.0,4.666666666666667,2.0,12.6,0.0,0.0,0.0,7,0,1,0
1160,6,1,0.0,2.0,1.2,2.3,49.0,15,12.0,2.0,12.9,0.0,0.0,0.0,2022-01-01,1,10,17,5,1.0,0.3333333333333333,6.333333333333333,3.333333333333333,12.166666666666666,0.0,0.0,0.0,7,1,0,0
1161,7,0,0.0,3.0,0.8,2.4,64.0,15,15.0,3.0,18.0,0.0,0.0,0.0,2022-01-01,0,2,15,5,1.0,0.6666666666666666,10.0,4.0,13.966666666666669,0.0,0.0,0.0,7,1,0,0
1162,8,1,1.0,2.0,1.7,0.8,58.0,15,12.0,5.0,19.2,2.0,0.0,0.0,2022-01-01,1,19,15,0,0.0,1.6666666666666667,12.0,3.0,14.366666666666664,0.0,0.0,0.0,7,1,0,0
1163,9,0,1.0,1.0,0.1,1.7,26.0,19,2.0,1.0,25.1,0.0,0.0,0.0,2022-01-01,0,12,15,5,0.3333333333333333,2.333333333333333,13.0,3.333333333333333,16.7,0.6666666666666666,0.0,0.0,7,0,1,0
1164,10,1,1.0,4.0,1.3,2.2,49.0,15,9.0,3.0,19.0,0.0,1.0,1.0,2022-01-01,1,4,19,1,0.6666666666666666,2.0,9.666666666666666,3.0,20.766666666666666,0.6666666666666666,0.0,0.0,7,1,0,0
1165,12,1,1.0,2.0,1.4,1.2,52.0,4,12.0,4.0,16.0,0.0,0.0,0.0,2022-01-01,1,16,15,5,1.0,2.333333333333333,7.666666666666667,3.0,21.1,0.6666666666666666,0.3333333333333333,0.3333333333333333,7,1,0,0
1166,13,0,0.0,2.0,0.5,2.2,67.0,4,5.0,2.0,14.7,0.0,0.0,0.0,2022-01-01,0,18,15,5,1.0,2.333333333333333,7.666666666666667,2.6666666666666665,20.03333333333333,0.0,0.3333333333333333,0.3333333333333333,7,1,0,0
1167,14,1,1.0,0.0,1.7,0.9,30.0,18,12.0,4.0,16.4,0.0,0.0,0.0,2022-01-01,1,0,12,5,0.6666666666666666,2.6666666666666665,8.666666666666666,3.0,16.566666666666666,0.0,0.3333333333333333,0.3333333333333333,7,0,0,1
1168,15,0,0.0,2.0,0.4,2.3,41.0,18,6.0,1.0,15.3,0.0,0.0,0.0,2022-01-01,0,11,20,0,0.6666666666666666,1.3333333333333333,9.666666666666666,3.333333333333333,15.699999999999998,0.0,0.0,0.0,7,1,0,0
1169,16,1,1.0,0.0,1.4,0.5,51.0,18,15.0,4.0,15.7,0.0,0.0,0.0,2022-01-01,1,9,15,5,0.3333333333333333,1.3333333333333333,7.666666666666667,2.333333333333333,15.466666666666669,0.0,0.0,0.0,7,0,0,1
1170,17,1,0.0,2.0,1.6,1.9,47.0,10,15.0,4.0,12.6,2.0,0.0,0.0,2022-01-01,1,1,15,5,0.6666666666666666,0.6666666666666666,11.0,3.0,15.8,0.0,0.0,0.0,7,1,0,0
1171,35,0,0.0,4.0,1.2,2.6,27.0,18,8.0,5.0,14.9,0.0,0.0,0.0,2022-01-01,0,0,19,2,0.3333333333333333,1.3333333333333333,12.0,3.0,14.533333333333331,0.6666666666666666,0.0,0.0,7,1,0,0
1172,18,0,2.0,2.0,1.7,0.8,43.0,18,9.0,2.0,17.0,0.0,1.0,1.0,2022-01-01,0,15,14,6,0.3333333333333333,2.0,12.666666666666666,4.333333333333333,14.4,0.6666666666666666,0.0,0.0,7,0,1,0
1173,19,1,1.0,0.0,1.0,2.0,33.0,18,13.0,6.0,17.0,1.0,0.0,0.0,2022-01-01,1,3,15,5,0.6666666666666666,2.6666666666666665,10.666666666666666,3.6666666666666665,14.833333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,7,0,0,1
1174,20,0,2.0,2.0,1.2,2.3,32.0,18,12.0,3.0,18.9,1.0,0.0,0.0,2022-01-01,0,5,17,5,1.0,2.0,10.0,4.333333333333333,16.3,0.3333333333333333,0.3333333333333333,0.3333333333333333,7,0,1,0
1175,21,1,1.0,1.0,0.9,1.4,39.0,10,15.0,6.0,19.3,0.0,0.0,0.0,2022-01-01,1,17,20,0,1.6666666666666667,1.3333333333333333,11.333333333333334,3.6666666666666665,17.633333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,7,0,1,0
1176,23,0,0.0,2.0,1.0,3.4,37.0,17,15.0,1.0,18.0,0.0,0.0,0.0,2022-01-01,0,13,12,5,1.3333333333333333,1.0,13.333333333333334,5.0,18.4,0.6666666666666666,0.0,0.0,7,1,0,0
1177,24,1,1.0,3.0,1.4,1.8,46.0,17,15.0,7.0,17.1,0.0,0.0,0.0,2022-01-01,1,8,15,5,1.0,1.6666666666666667,14.0,3.333333333333333,18.73333333333333,0.3333333333333333,0.0,0.0,7,1,0,0
1237,0,1,2.0,2.0,1.2,1.2,33.0,12,8.0,2.0,18.4,0.0,1.0,1.0,2022-01-01,1,11,12,5,0.6666666666666666,2.0,10.666666666666666,2.6666666666666665,17.733333333333334,0.0,0.0,0.0,8,0,1,0
1238,11,0,0.0,0.0,1.5,0.9,41.0,12,8.0,2.0,15.7,0.0,0.0,1.0,2022-01-01,0,19,15,5,1.0,1.6666666666666667,10.0,2.333333333333333,18.266666666666666,0.0,0.3333333333333333,0.3333333333333333,8,0,1,0
1239,22,1,3.0,2.0,2.4,1.8,43.0,12,18.0,9.0,15.5,1.0,0.0,0.0,2022-01-01,1,3,15,5,0.6666666666666666,1.3333333333333333,10.0,1.3333333333333333,17.900000000000002,0.0,0.3333333333333333,0.6666666666666666,8,0,0,1
1240,32,0,1.0,2.0,0.8,2.6,29.0,12,11.0,3.0,13.7,0.0,0.0,0.0,2022-01-01,0,0,17,5,1.6666666666666667,1.3333333333333333,11.333333333333334,4.333333333333333,16.53333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,8,1,0,0
1241,33,1,2.0,1.0,0.7,1.4,39.0,12,10.0,3.0,15.3,1.0,0.0,0.0,2022-01-01,1,4,19,1,1.3333333333333333,1.3333333333333333,12.333333333333334,4.666666666666667,14.966666666666669,0.3333333333333333,0.0,0.3333333333333333,8,0,0,1
1242,34,0,1.0,2.0,0.7,2.9,48.0,12,9.0,3.0,17.1,0.0,0.0,0.0,2022-01-01,0,17,15,5,2.0,1.6666666666666667,13.0,5.0,14.833333333333334,0.6666666666666666,0.0,0.0,8,1,0,0
1243,36,0,3.0,2.0,0.9,1.4,59.0,12,15.0,7.0,17.3,2.0,0.0,0.0,2022-01-01,0,15,20,4,1.3333333333333333,1.6666666666666667,10.0,3.0,15.366666666666667,0.3333333333333333,0.0,0.0,8,0,0,1
1244,37,1,1.0,4.0,0.5,3.3,33.0,12,3.0,1.0,16.2,0.0,0.0,0.0,2022-01-01,1,14,15,5,2.0,1.6666666666666667,11.333333333333334,4.333333333333333,16.566666666666666,1.0,0.0,0.0,8,1,0,0
1245,1,0,1.0,3.0,0.7,2.4,50.0,12,8.0,2.0,16.6,1.0,0.0,0.0,2022-01-01,0,18,14,6,1.6666666666666667,2.6666666666666665,9.0,3.6666666666666665,16.866666666666667,0.6666666666666666,0.0,0.0,8,1,0,0
1246,2,1,2.0,2.0,2.1,1.0,69.0,12,18.0,3.0,18.9,0.0,1.0,1.0,2022-01-01,1,2,15,5,1.6666666666666667,3.0,8.666666666666666,3.333333333333333,16.7,1.0,0.0,0.0,8,0,1,0
1247,3,1,3.0,0.0,2.1,1.2,60.0,12,17.0,6.0,16.7,1.0,1.0,1.0,2022-01-01,1,1,19,3,1.3333333333333333,3.0,9.666666666666666,2.0,17.23333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,8,0,0,1
1248,4,0,3.0,2.0,1.8,1.6,43.0,12,11.0,4.0,11.9,0.0,0.0,0.0,2022-01-01,0,9,14,6,2.0,1.6666666666666667,14.333333333333334,3.6666666666666665,17.400000000000002,0.6666666666666666,0.6666666666666666,0.6666666666666666,8,0,0,1
1249,5,1,0.0,0.0,1.9,0.9,56.0,12,24.0,6.0,16.4,0.0,0.0,0.0,2022-01-01,1,7,17,5,2.6666666666666665,1.3333333333333333,15.333333333333334,4.333333333333333,15.833333333333334,0.3333333333333333,0.6666666666666666,0.6666666666666666,8,0,1,0
1250,6,0,1.0,2.0,1.0,2.1,30.0,12,3.0,1.0,26.2,0.0,1.0,1.0,2022-01-01,0,12,15,5,2.0,0.6666666666666666,17.333333333333332,5.333333333333333,15.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,8,1,0,0
1251,7,1,1.0,2.0,1.4,2.5,53.0,12,14.0,7.0,14.0,0.0,0.0,0.0,2022-01-01,1,13,16,6,1.3333333333333333,1.3333333333333333,12.666666666666666,3.6666666666666665,18.166666666666668,0.0,0.3333333333333333,0.3333333333333333,8,1,0,0
1252,8,0,3.0,0.0,2.5,0.4,64.0,12,23.0,10.0,13.4,1.0,0.0,0.0,2022-01-01,0,6,15,0,0.6666666666666666,1.3333333333333333,13.666666666666666,4.666666666666667,18.866666666666667,0.0,0.3333333333333333,0.3333333333333333,8,0,0,1
1253,9,1,2.0,1.0,1.5,0.8,62.0,12,7.0,1.0,18.8,0.0,0.0,1.0,2022-01-01,1,16,15,5,1.6666666666666667,1.3333333333333333,13.333333333333334,6.0,17.866666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,8,0,0,1
1254,10,0,1.0,0.0,1.7,1.7,39.0,12,11.0,2.0,19.4,0.0,0.0,0.0,2022-01-01,0,10,19,1,2.0,1.0,14.666666666666666,6.0,15.4,0.3333333333333333,0.0,0.3333333333333333,8,0,0,1
1255,35,1,2.0,1.0,1.0,2.1,48.0,12,8.0,3.0,15.3,0.0,0.0,0.0,2022-01-01,1,5,20,3,2.0,0.3333333333333333,13.666666666666666,4.333333333333333,17.200000000000003,0.3333333333333333,0.0,0.3333333333333333,8,0,0,1
1256,12,0,0.0,1.0,1.1,2.2,38.0,12,4.0,0.0,18.9,0.0,0.0,1.0,2022-01-01,0,14,14,6,1.6666666666666667,0.6666666666666666,8.666666666666666,2.0,17.833333333333336,0.0,0.0,0.3333333333333333,8,1,0,0
1257,13,1,0.0,1.0,1.0,0.9,54.0,12,10.0,5.0,17.3,1.0,0.0,0.0,2022-01-01,1,17,20,0,1.0,0.6666666666666666,7.666666666666667,1.6666666666666667,17.866666666666667,0.0,0.0,0.3333333333333333,8,1,0,0
1258,14,0,0.0,0.0,0.6,1.3,34.0,12,10.0,4.0,23.0,0.0,0.0,0.0,2022-01-01,0,5,20,4,0.6666666666666666,1.0,7.333333333333333,2.6666666666666665,17.166666666666668,0.3333333333333333,0.0,0.3333333333333333,8,0,1,0
1259,15,1,2.0,0.0,1.5,0.7,50.0,12,16.0,3.0,15.0,1.0,0.0,0.0,2022-01-01,1,15,15,5,0.0,0.6666666666666666,8.0,3.0,19.73333333333333,0.3333333333333333,0.0,0.3333333333333333,8,0,0,1
1260,16,0,1.0,0.0,0.3,2.2,35.0,12,5.0,2.0,16.0,0.0,0.0,0.0,2022-01-01,0,4,15,5,0.6666666666666666,0.3333333333333333,12.0,4.0,18.433333333333334,0.6666666666666666,0.0,0.0,8,0,0,1
1261,17,1,1.0,1.0,0.5,0.8,51.0,12,10.0,5.0,24.2,1.0,0.0,0.0,2022-01-01,1,19,20,4,1.0,0.0,10.333333333333334,3.0,18.0,0.3333333333333333,0.0,0.0,8,0,1,0
1262,18,0,2.0,3.0,1.4,2.2,63.0,12,9.0,5.0,17.4,1.0,0.0,0.0,2022-01-01,0,3,20,0,1.3333333333333333,0.3333333333333333,10.333333333333334,3.333333333333333,18.4,0.6666666666666666,0.0,0.0,8,1,0,0
1263,19,1,0.0,3.0,0.8,2.3,45.0,12,12.0,2.0,17.4,0.0,0.0,0.0,2022-01-01,1,0,14,6,1.3333333333333333,1.3333333333333333,8.0,4.0,19.2,0.6666666666666666,0.0,0.0,8,1,0,0
1264,21,0,1.0,2.0,0.8,2.6,57.0,12,10.0,2.0,16.5,0.0,0.0,0.0,2022-01-01,0,2,15,5,1.0,2.333333333333333,10.333333333333334,4.0,19.666666666666668,0.6666666666666666,0.0,0.0,8,1,0,0
1265,23,1,0.0,1.0,0.7,1.1,76.0,12,16.0,3.0,20.5,0.0,0.0,0.0,2022-01-01,1,18,15,5,1.0,2.6666666666666665,10.333333333333334,3.0,17.099999999999998,0.3333333333333333,0.0,0.0,8,1,0,0
1266,24,0,3.0,1.0,1.8,1.4,54.0,12,21.0,7.0,17.9,0.0,0.0,0.0,2022-01-01,0,7,15,5,0.3333333333333333,2.0,12.666666666666666,2.333333333333333,18.133333333333336,0.0,0.0,0.0,8,0,0,1
1328,0,1,2.0,1.0,0.8,1.3,40.0,12,12.0,4.0,18.6,1.0,0.0,0.0,2022-01-01,1,19,15,5,1.0,1.6666666666666667,12.333333333333334,3.0,19.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,9,0,0,1
1329,11,0,2.0,2.0,1.8,1.2,57.0,12,13.0,5.0,12.0,0.0,0.0,0.0,2022-01-01,0,16,15,5,1.6666666666666667,1.0,14.666666666666666,4.333333333333333,19.466666666666665,0.6666666666666666,0.3333333333333333,0.3333333333333333,9,0,1,0
1330,22,1,3.0,0.0,2.1,0.9,39.0,12,12.0,6.0,16.3,0.0,0.0,0.0,2022-01-01,1,5,14,6,2.0,1.3333333333333333,12.666666666666666,4.666666666666667,18.433333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,9,0,0,1
1331,32,0,0.0,1.0,1.8,2.0,56.0,12,10.0,2.0,18.0,1.0,0.0,0.0,2022-01-01,0,4,15,5,2.333333333333333,1.0,12.333333333333334,5.0,15.633333333333336,0.3333333333333333,0.0,0.0,9,1,0,0
1332,33,1,1.0,1.0,1.0,1.0,69.0,12,14.0,5.0,16.9,0.0,0.0,0.0,2022-01-01,1,7,20,1,1.6666666666666667,1.0,11.666666666666666,4.333333333333333,15.433333333333332,0.3333333333333333,0.0,0.0,9,0,1,0
1333,34,0,2.0,5.0,1.7,2.3,68.0,12,17.0,6.0,21.9,1.0,0.0,0.0,2022-01-01,0,3,15,5,1.3333333333333333,0.6666666666666666,12.0,4.333333333333333,17.066666666666666,0.3333333333333333,0.0,0.0,9,1,0,0
1334,37,1,0.0,0.0,0.4,2.2,44.0,12,6.0,1.0,16.8,0.0,0.0,0.0,2022-01-01,1,1,16,6,1.0,2.333333333333333,13.666666666666666,4.333333333333333,18.933333333333334,0.6666666666666666,0.0,0.0,9,0,1,0
1335,1,0,1.0,2.0,1.0,1.1,46.0,12,10.0,4.0,18.1,0.0,0.0,0.0,2022-01-01,0,6,14,6,1.0,2.0,12.333333333333334,4.0,18.53333333333333,0.3333333333333333,0.0,0.0,9,1,0,0
1336,2,1,0.0,1.0,1.8,0.5,47.0,12,15.0,4.0,18.1,0.0,0.0,1.0,2022-01-01,1,0,14,6,1.0,2.333333333333333,11.0,3.6666666666666665,18.933333333333334,0.3333333333333333,0.0,0.0,9,1,0,0
1337,3,0,0.0,2.0,1.3,0.8,54.0,12,14.0,2.0,18.3,0.0,0.0,0.0,2022-01-01,0,10,20,3,0.3333333333333333,1.0,10.333333333333334,3.0,17.666666666666668,0.0,0.0,0.3333333333333333,9,1,0,0
1338,4,1,2.0,3.0,1.6,1.8,57.0,12,14.0,5.0,16.3,0.0,0.0,0.0,2022-01-01,1,8,14,6,0.3333333333333333,1.6666666666666667,13.0,3.333333333333333,18.166666666666668,0.0,0.0,0.3333333333333333,9,1,0,0
1339,5,0,2.0,1.0,1.8,1.7,32.0,12,14.0,6.0,19.4,3.0,0.0,0.0,2022-01-01,0,11,19,5,0.6666666666666666,2.0,14.333333333333334,3.6666666666666665,17.566666666666666,0.0,0.0,0.3333333333333333,9,0,0,1
1340,6,1,4.0,3.0,2.2,1.5,60.0,12,17.0,3.0,15.9,0.0,1.0,1.0,2022-01-01,1,2,15,5,1.3333333333333333,2.0,14.0,4.333333333333333,18.0,1.0,0.0,0.0,9,0,0,1
1341,7,0,3.0,4.0,1.1,1.8,45.0,12,12.0,5.0,16.2,2.0,0.0,0.0,2022-01-01,0,17,15,5,2.6666666666666665,2.333333333333333,15.0,4.666666666666667,17.2,1.0,0.3333333333333333,0.3333333333333333,9,1,0,0
1342,8,1,1.0,3.0,0.6,4.3,31.0,15,9.0,1.0,19.3,2.0,0.0,0.0,2022-01-01,1,12,20,2,3.0,2.6666666666666665,14.333333333333334,4.666666666666667,17.166666666666668,1.6666666666666667,0.3333333333333333,0.3333333333333333,9,1,0,0
1343,9,0,0.0,0.0,0.4,2.2,40.0,12,8.0,1.0,17.9,1.0,0.0,0.0,2022-01-01,0,14,15,5,2.6666666666666665,3.333333333333333,12.666666666666666,3.0,17.133333333333336,1.3333333333333333,0.3333333333333333,0.3333333333333333,9,0,1,0
1344,10,1,2.0,2.0,1.6,1.4,62.0,12,14.0,5.0,14.0,0.0,0.0,0.0,2022-01-01,1,18,19,2,1.3333333333333333,2.333333333333333,9.666666666666666,2.333333333333333,17.8,1.6666666666666667,0.0,0.0,9,0,1,0
1345,12,0,1.0,2.0,2.4,1.2,48.0,12,16.0,3.0,12.7,0.0,0.0,0.0,2022-01-01,0,1,20,4,1.0,1.6666666666666667,10.333333333333334,2.333333333333333,17.066666666666666,1.0,0.0,0.0,9,1,0,0
1346,13,1,0.0,0.0,0.5,0.4,58.0,12,9.0,5.0,23.2,1.0,0.0,0.0,2022-01-01,1,3,14,6,1.0,1.3333333333333333,12.666666666666666,3.0,14.866666666666664,0.3333333333333333,0.0,0.0,9,0,1,0
1347,14,0,0.0,1.0,0.9,0.4,70.0,12,10.0,4.0,17.1,0.0,0.0,0.0,2022-01-01,0,15,14,6,1.0,1.3333333333333333,13.0,4.333333333333333,16.633333333333333,0.3333333333333333,0.0,0.0,9,1,0,0
1348,36,0,2.0,2.0,0.6,2.0,34.0,12,8.0,2.0,18.4,1.0,0.0,0.0,2022-01-01,0,13,20,2,0.3333333333333333,1.0,11.666666666666666,4.0,17.666666666666668,0.3333333333333333,0.0,0.0,9,0,1,0
1349,15,1,0.0,2.0,1.8,1.1,34.0,12,16.0,6.0,11.6,0.0,0.0,0.0,2022-01-01,1,13,14,6,0.6666666666666666,1.0,9.0,3.6666666666666665,19.566666666666663,0.6666666666666666,0.0,0.0,9,1,0,0
1350,16,0,0.0,1.0,0.5,1.4,49.0,12,8.0,0.0,18.4,0.0,0.0,0.0,2022-01-01,0,7,15,5,0.6666666666666666,1.6666666666666667,11.333333333333334,4.0,15.7,0.3333333333333333,0.0,0.0,9,1,0,0
1351,17,1,1.0,0.0,0.9,0.4,61.0,12,14.0,4.0,16.2,0.0,0.0,0.0,2022-01-01,1,16,15,5,0.6666666666666666,1.6666666666666667,10.666666666666666,2.6666666666666665,16.133333333333333,0.3333333333333333,0.0,0.0,9,0,0,1
1352,18,0,0.0,1.0,1.0,1.5,43.0,12,11.0,2.0,13.7,1.0,0.0,0.0,2022-01-01,0,5,15,5,0.3333333333333333,1.0,12.666666666666666,3.333333333333333,15.4,0.0,0.0,0.0,9,1,0,0
1353,19,1,2.0,2.0,0.9,2.7,38.0,12,12.0,4.0,19.7,0.0,0.0,0.0,2022-01-01,1,4,15,5,0.3333333333333333,0.6666666666666666,11.0,2.0,16.099999999999998,0.3333333333333333,0.0,0.0,9,0,1,0
1354,20,0,4.0,2.0,1.6,2.7,35.0,12,11.0,4.0,17.7,2.0,0.0,0.0,2022-01-01,0,19,15,5,1.0,1.0,12.333333333333334,3.333333333333333,16.53333333333333,0.3333333333333333,0.0,0.0,9,0,0,1
1355,21,0,1.0,4.0,0.7,3.8,34.0,15,7.0,5.0,14.3,0.0,0.0,0.0,2022-01-01,0,0,15,5,2.0,1.6666666666666667,11.333333333333334,3.333333333333333,17.03333333333333,1.0,0.0,0.0,9,1,0,0
1356,35,1,2.0,1.0,1.8,0.8,61.0,12,21.0,6.0,17.3,0.0,0.0,0.0,2022-01-01,1,15,19,1,2.333333333333333,2.6666666666666665,10.0,4.333333333333333,17.233333333333334,0.6666666666666666,0.0,0.0,9,0,0,1
1357,23,1,1.0,5.0,0.9,3.0,48.0,12,11.0,7.0,16.7,1.0,0.0,0.0,2022-01-01,1,6,14,6,2.333333333333333,2.333333333333333,13.0,5.0,16.433333333333334,0.6666666666666666,0.0,0.0,9,1,0,0
1358,24,1,1.0,6.0,1.4,2.7,27.0,12,13.0,3.0,17.6,0.0,0.0,0.0,2022-01-01,1,11,20,0,1.3333333333333333,3.333333333333333,13.0,6.0,16.099999999999998,0.3333333333333333,0.0,0.0,9,1,0,0
1506,0,1,2.0,2.0,0.6,0.8,56.0,6,14.0,5.0,23.1,0.0,0.0,0.0,2022-01-01,1,3,14,6,2.0,1.3333333333333333,10.0,5.0,19.233333333333334,0.0,0.0,0.0,10,0,1,0
1507,11,0,2.0,4.0,0.5,2.7,50.0,6,6.0,2.0,14.6,0.0,0.0,0.0,2022-01-01,0,0,15,5,2.333333333333333,1.3333333333333333,9.333333333333334,4.0,20.333333333333336,0.0,0.0,0.0,10,1,0,0
1508,22,1,1.0,2.0,0.3,0.9,62.0,10,6.0,1.0,17.8,1.0,0.0,0.0,2022-01-01,1,16,15,5,2.6666666666666665,2.333333333333333,10.666666666666666,4.333333333333333,16.833333333333336,0.0,0.0,0.0,10,1,0,0
1509,32,0,1.0,2.0,2.5,1.8,55.0,10,17.0,5.0,17.9,0.0,0.0,0.0,2022-01-01,0,5,15,5,1.6666666666666667,2.6666666666666665,8.666666666666666,2.6666666666666665,18.500000000000004,0.3333333333333333,0.0,0.0,10,1,0,0
1510,33,1,0.0,1.0,0.7,1.5,53.0,10,10.0,2.0,23.5,2.0,0.0,0.0,2022-01-01,1,13,20,3,1.3333333333333333,2.6666666666666665,9.666666666666666,2.6666666666666665,16.76666666666667,0.3333333333333333,0.0,0.0,10,1,0,0
1511,34,0,2.0,5.0,1.4,2.6,47.0,17,6.0,4.0,14.8,0.0,0.0,0.0,2022-01-01,0,4,14,6,0.6666666666666666,1.6666666666666667,11.0,2.6666666666666665,19.73333333333333,1.0,0.0,0.0,10,1,0,0
1512,36,0,2.0,6.0,1.8,2.2,56.0,10,18.0,6.0,22.7,0.0,1.0,1.0,2022-01-01,0,17,17,5,1.0,2.6666666666666665,11.0,3.6666666666666665,18.73333333333333,0.6666666666666666,0.0,0.0,10,1,0,0
1513,37,1,4.0,0.0,1.3,1.1,51.0,10,17.0,7.0,17.7,1.0,0.0,0.0,2022-01-01,1,15,20,0,1.3333333333333333,4.0,11.333333333333334,4.0,20.333333333333336,0.6666666666666666,0.3333333333333333,0.3333333333333333,10,0,0,1
1514,1,0,1.0,2.0,1.0,1.1,55.0,10,9.0,5.0,13.2,1.0,0.0,0.0,2022-01-01,0,2,15,5,2.6666666666666665,3.6666666666666665,13.666666666666666,5.666666666666667,18.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,1,0,0
1515,2,1,0.0,0.0,1.0,0.4,54.0,10,14.0,5.0,19.4,1.0,0.0,0.0,2022-01-01,1,6,12,5,2.333333333333333,2.6666666666666665,14.666666666666666,6.0,17.86666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,10,0,1,0
1516,3,1,2.0,0.0,0.8,1.3,46.0,10,5.0,1.0,17.7,0.0,0.0,0.0,2022-01-01,1,9,20,3,1.6666666666666667,0.6666666666666666,13.333333333333334,5.666666666666667,16.76666666666667,1.0,0.0,0.0,10,0,0,1
1517,4,0,4.0,0.0,0.9,2.1,40.0,10,5.0,4.0,14.7,0.0,0.0,0.0,2022-01-01,0,19,14,6,1.0,0.6666666666666666,9.333333333333334,3.6666666666666665,16.76666666666667,0.6666666666666666,0.0,0.0,10,0,0,1
1518,5,1,0.0,1.0,0.7,1.0,36.0,4,10.0,5.0,16.4,0.0,0.0,0.0,2022-01-01,1,12,12,5,2.0,0.0,8.0,3.333333333333333,17.26666666666667,0.3333333333333333,0.0,0.0,10,1,0,0
1519,6,0,2.0,0.0,2.3,1.2,51.0,10,22.0,8.0,17.5,0.0,0.0,0.0,2022-01-01,0,7,17,5,2.0,0.3333333333333333,6.666666666666667,3.333333333333333,16.26666666666667,0.0,0.0,0.0,10,0,0,1
1520,7,0,2.0,0.0,1.8,1.4,46.0,10,8.0,5.0,21.3,0.0,0.0,1.0,2022-01-01,0,18,15,5,2.0,0.3333333333333333,12.333333333333334,5.666666666666667,16.200000000000003,0.0,0.0,0.0,10,0,0,1
1521,8,1,0.0,3.0,0.5,1.9,60.0,12,8.0,2.0,20.1,0.0,0.0,0.0,2022-01-01,1,14,15,0,1.3333333333333333,0.3333333333333333,13.333333333333334,6.0,18.4,0.0,0.0,0.3333333333333333,10,1,0,0
1522,9,0,1.0,2.0,1.0,2.2,43.0,12,7.0,2.0,12.1,0.0,0.0,0.0,2022-01-01,0,11,20,4,1.3333333333333333,1.0,12.666666666666666,5.0,19.633333333333336,0.0,0.0,0.3333333333333333,10,1,0,0
