,round,gf,ga,xg,xga,poss,formation,sh,sot,dist,fk,pk,pkatt,venue_code,opp_code,hour,day_code,home_code,target_home,target_away,target_draw
388,14,0.0,1.0,1.3,1.4,64.0,17,15.0,5.0,17.7,1.0,0.0,0.0,0,17,16,6,12,0,1,0
389,15,3.0,1.0,3.3,0.3,67.0,1,16.0,7.0,15.4,1.0,1.0,1.0,1,1,16,6,12,1,0,0
390,3,3.0,1.0,1.8,1.6,37.0,10,9.0,5.0,12.1,0.0,0.0,0.0,0,0,19,2,12,1,0,0
391,16,1.0,1.0,2.4,0.9,73.0,1,23.0,6.0,18.0,2.0,0.0,0.0,0,15,15,5,12,0,0,1
392,17,4.0,1.0,2.4,1.0,66.0,1,20.0,5.0,15.3,1.0,0.0,0.0,0,2,17,5,12,1,0,0
393,18,2.0,0.0,1.3,0.4,56.0,12,11.0,3.0,15.8,2.0,0.0,0.0,1,14,12,5,12,1,0,0
394,19,1.0,0.0,2.1,0.2,67.0,12,13.0,3.0,19.0,1.0,1.0,1.0,0,6,17,5,12,1,0,0
395,21,4.0,1.0,2.9,0.3,68.0,1,17.0,8.0,14.5,1.0,0.0,0.0,1,11,12,5,12,1,0,0
396,23,4.0,1.0,2.9,0.4,73.0,1,12.0,7.0,13.2,0.0,1.0,1.0,0,16,17,5,12,1,0,0
397,24,3.0,1.0,1.6,2.3,70.0,1,11.0,3.0,17.8,0.0,1.0,1.0,1,10,17,5,12,1,0,0
398,0,1.0,2.0,1.4,1.5,62.0,15,17.0,5.0,15.5,0.0,0.0,0.0,1,4,14,6,13,0,1,0
399,11,0.0,4.0,0.9,1.6,66.0,12,15.0,4.0,19.6,0.0,0.0,0.0,0,3,17,5,13,0,1,0
400,22,2.0,1.0,1.8,1.3,30.0,12,13.0,5.0,19.5,2.0,0.0,0.0,1,11,20,0,13,1,0,0
401,32,1.0,0.0,1.1,1.4,51.0,12,11.0,4.0,15.5,1.0,0.0,0.0,0,16,12,5,13,1,0,0
402,33,1.0,0.0,1.5,0.7,47.0,12,9.0,2.0,16.8,0.0,0.0,0.0,0,10,20,3,13,1,0,0
403,34,3.0,1.0,1.5,1.3,40.0,12,10.0,6.0,15.5,0.0,0.0,0.0,1,0,16,6,13,1,0,0
404,37,3.0,6.0,1.7,3.2,47.0,12,11.0,7.0,22.2,0.0,1.0,1.0,0,12,14,6,13,0,1,0
405,1,2.0,1.0,1.4,0.6,60.0,12,12.0,4.0,18.8,0.0,0.0,0.0,0,7,19,6,13,1,0,0
406,2,0.0,0.0,0.8,0.8,63.0,12,15.0,2.0,19.4,1.0,0.0,0.0,1,14,14,6,13,0,0,1
407,3,2.0,0.0,1.5,0.6,52.0,12,28.0,10.0,21.4,1.0,0.0,0.0,1,17,20,2,13,1,0,0
408,4,1.0,1.0,0.8,1.1,52.0,10,13.0,6.0,22.1,1.0,0.0,0.0,0,5,17,5,13,0,0,1
409,5,1.0,0.0,1.2,1.1,53.0,12,16.0,3.0,18.1,0.0,0.0,0.0,1,18,16,6,13,1,0,0
410,6,1.0,3.0,0.5,0.6,58.0,12,8.0,3.0,19.7,1.0,0.0,0.0,0,1,14,6,13,0,1,0
411,7,2.0,1.0,2.5,1.4,47.0,12,14.0,9.0,17.7,0.0,0.0,0.0,0,8,16,6,13,1,0,0
412,8,3.0,0.0,2.4,0.7,65.0,12,17.0,8.0,15.9,0.0,0.0,0.0,1,15,20,1,13,1,0,0
413,9,1.0,0.0,2.0,0.7,54.0,12,16.0,6.0,14.9,1.0,0.0,0.0,0,19,12,5,13,1,0,0
414,10,3.0,0.0,2.2,0.6,58.0,12,18.0,6.0,16.7,2.0,0.0,0.0,1,2,20,1,13,1,0,0
415,12,2.0,1.0,1.7,0.6,30.0,12,8.0,3.0,14.8,0.0,0.0,0.0,1,12,12,5,13,1,0,0
416,35,1.0,1.0,2.1,0.5,60.0,12,15.0,4.0,19.5,1.0,0.0,0.0,0,6,20,2,13,0,0,1
417,13,2.0,3.0,0.4,3.1,43.0,12,6.0,4.0,18.2,0.0,0.0,0.0,0,0,16,6,13,0,1,0
418,14,2.0,1.0,2.0,1.3,52.0,12,13.0,4.0,16.4,0.0,1.0,1.0,1,6,15,5,13,1,0,0
419,36,2.0,2.0,2.0,0.6,66.0,12,24.0,6.0,16.7,0.0,0.0,0.0,1,9,20,2,13,0,0,1
420,15,2.0,0.0,1.1,1.8,66.0,12,11.0,5.0,16.4,0.0,0.0,0.0,0,9,14,6,13,1,0,0
421,16,3.0,0.0,4.4,1.6,57.0,12,26.0,8.0,15.5,1.0,0.0,0.0,1,10,14,6,13,1,0,0
422,18,0.0,7.0,0.8,2.8,41.0,12,8.0,4.0,15.4,0.0,0.0,0.0,0,11,16,6,13,0,1,0
423,19,0.0,0.0,0.8,1.0,47.0,10,10.0,4.0,15.4,0.0,0.0,0.0,1,16,14,6,13,0,0,1
424,21,0.0,2.0,0.4,3.7,54.0,12,6.0,1.0,14.2,0.0,0.0,0.0,0,14,16,6,13,0,1,0
425,17,1.0,0.0,1.2,0.7,64.0,12,18.0,3.0,19.9,1.0,0.0,0.0,1,3,20,2,13,1,0,0
426,23,2.0,0.0,3.4,1.0,63.0,12,29.0,11.0,16.5,0.0,0.0,0.0,1,7,12,5,13,1,0,0
427,24,2.0,0.0,3.5,0.7,68.0,12,22.0,7.0,15.4,1.0,0.0,0.0,0,15,16,6,13,1,0,0
428,0,2.0,0.0,1.7,0.3,61.0,15,23.0,9.0,16.0,1.0,0.0,0.0,1,15,15,5,14,1,0,0
429,11,0.0,0.0,0.2,1.5,46.0,15,4.0,1.0,17.8,0.0,0.0,0.0,0,4,15,5,14,0,0,1
430,22,3.0,3.0,1.8,2.1,31.0,15,12.0,5.0,14.8,1.0,0.0,0.0,1,12,16,6,14,0,0,1
431,32,1.0,1.0,1.7,0.7,63.0,15,21.0,6.0,18.1,1.0,0.0,0.0,0,19,14,6,14,0,0,1
432,33,1.0,2.0,0.7,1.5,28.0,15,5.0,2.0,18.2,1.0,0.0,0.0,0,11,20,2,14,0,1,0
433,34,0.0,0.0,2.8,1.0,52.0,15,23.0,5.0,12.8,1.0,0.0,0.0,1,6,15,5,14,0,0,1
434,36,1.0,1.0,1.9,0.7,72.0,15,19.0,6.0,20.0,1.0,1.0,1.0,1,2,15,5,14,0,0,1
435,37,4.0,1.0,3.3,0.5,67.0,15,19.0,10.0,12.9,0.0,0.0,0.0,0,8,15,5,14,1,0,0
436,1,5.0,1.0,1.5,1.2,54.0,15,16.0,6.0,18.6,0.0,0.0,0.0,1,3,15,5,14,1,0,0
437,2,0.0,0.0,0.8,0.8,37.0,15,9.0,2.0,14.7,1.0,0.0,0.0,0,13,14,6,14,0,0,1
438,3,1.0,0.0,1.5,0.2,49.0,15,16.0,4.0,14.2,0.0,0.0,0.0,1,7,19,2,14,1,0,0
439,4,2.0,1.0,1.2,1.6,47.0,15,13.0,5.0,18.4,0.0,0.0,0.0,0,17,16,6,14,1,0,0
440,5,4.0,0.0,3.4,0.4,59.0,15,19.0,6.0,16.3,0.0,1.0,1.0,1,1,15,5,14,1,0,0
441,6,4.0,1.0,0.9,1.7,45.0,15,7.0,4.0,15.4,0.0,0.0,0.0,0,16,14,6,14,1,0,0
442,7,1.0,0.0,1.0,0.3,49.0,15,10.0,3.0,15.4,0.0,0.0,0.0,1,5,17,5,14,1,0,0
443,8,3.0,0.0,1.9,0.5,40.0,15,11.0,4.0,16.8,0.0,1.0,1.0,0,10,15,0,14,1,0,0
444,9,0.0,0.0,2.2,0.4,60.0,15,16.0,5.0,15.4,1.0,0.0,0.0,1,9,15,5,14,0,0,1
445,10,0.0,0.0,1.0,1.1,34.0,15,8.0,1.0,13.4,0.0,0.0,0.0,0,0,19,1,14,0,0,1
446,12,1.0,0.0,2.2,1.1,62.0,15,20.0,5.0,16.7,2.0,0.0,0.0,1,8,14,6,14,1,0,0
447,13,0.0,0.0,1.2,0.3,60.0,15,16.0,7.0,13.1,0.0,0.0,0.0,0,6,17,5,14,0,0,1
448,14,1.0,1.0,1.0,1.0,62.0,15,8.0,2.0,13.5,0.0,0.0,0.0,1,18,17,5,14,0,0,1
449,15,1.0,1.0,1.3,1.5,66.0,15,15.0,7.0,16.9,0.0,0.0,0.0,0,2,17,5,14,0,0,1
450,16,0.0,2.0,2.0,1.9,38.0,15,14.0,4.0,12.9,0.0,0.0,0.0,1,11,17,5,14,0,1,0
451,18,0.0,2.0,0.4,1.3,44.0,15,5.0,2.0,15.0,1.0,0.0,0.0,0,12,12,5,14,0,1,0
452,19,2.0,1.0,1.8,1.1,43.0,15,19.0,8.0,15.9,2.0,0.0,0.0,1,19,16,6,14,1,0,0
453,20,2.0,1.0,2.4,0.4,61.0,15,14.0,3.0,15.2,0.0,1.0,1.0,0,15,20,4,14,1,0,0
454,21,2.0,0.0,3.7,0.4,46.0,15,22.0,6.0,13.2,0.0,0.0,0.0,1,13,16,6,14,1,0,0
455,35,5.0,1.0,3.3,1.0,58.0,15,15.0,7.0,20.4,0.0,0.0,0.0,0,18,20,2,14,1,0,0
456,23,2.0,1.0,1.3,2.6,58.0,15,10.0,4.0,14.8,0.0,0.0,0.0,0,3,15,5,14,1,0,0
457,24,0.0,3.0,0.5,1.9,48.0,15,8.0,2.0,16.8,0.0,0.0,0.0,0,1,12,5,14,0,1,0
458,32,0.0,2.0,0.9,2.4,55.0,4,17.0,1.0,20.0,1.0,0.0,0.0,1,17,16,6,15,0,1,0
459,33,0.0,6.0,0.7,3.3,26.0,19,8.0,1.0,18.4,1.0,0.0,0.0,0,12,19,2,15,0,1,0
460,34,2.0,3.0,1.9,0.8,52.0,4,10.0,2.0,17.5,0.0,1.0,1.0,1,2,15,5,15,0,1,0
461,36,2.0,3.0,1.4,0.9,41.0,3,11.0,3.0,16.4,1.0,0.0,0.0,1,8,20,4,15,0,1,0
462,37,0.0,4.0,1.1,1.3,49.0,12,10.0,3.0,15.7,0.0,0.0,0.0,0,10,20,0,15,0,1,0
463,1,1.0,1.0,0.3,0.7,40.0,15,6.0,3.0,18.7,0.0,0.0,0.0,1,1,20,0,15,0,0,1
464,2,0.0,1.0,1.5,1.3,42.0,15,9.0,1.0,19.9,1.0,0.0,1.0,0,19,15,5,15,0,1,0
465,3,0.0,0.0,0.1,1.7,30.0,15,3.0,0.0,11.5,0.0,0.0,0.0,0,4,19,1,15,0,0,1
466,4,1.0,0.0,1.9,1.6,25.0,15,10.0,7.0,15.9,0.0,0.0,0.0,1,11,12,5,15,1,0,0
467,5,0.0,5.0,0.4,2.3,31.0,15,5.0,2.0,20.4,0.0,0.0,0.0,0,0,14,6,15,0,1,0
468,6,2.0,2.0,1.5,1.5,48.0,13,15.0,6.0,17.8,0.0,0.0,0.0,1,3,15,5,15,0,0,1
469,7,1.0,0.0,1.1,1.2,32.0,15,9.0,2.0,15.2,1.0,0.0,0.0,1,6,15,5,15,1,0,0
470,8,0.0,3.0,0.7,2.4,35.0,15,8.0,3.0,15.2,0.0,0.0,0.0,0,13,20,1,15,0,1,0
471,9,1.0,1.0,1.4,0.9,29.0,15,12.0,5.0,15.5,0.0,0.0,0.0,1,5,16,6,15,0,0,1
472,10,1.0,0.0,1.4,0.5,37.0,13,11.0,1.0,22.3,0.0,0.0,0.0,0,16,19,2,15,1,0,0
473,12,2.0,0.0,2.4,1.0,39.0,13,15.0,5.0,19.3,2.0,0.0,0.0,1,10,15,5,15,1,0,0
474,13,1.0,1.0,1.9,1.4,57.0,13,20.0,5.0,17.9,0.0,0.0,0.0,0,2,15,5,15,0,0,1
475,14,1.0,0.0,0.4,0.9,30.0,13,6.0,2.0,18.9,0.0,0.0,0.0,1,9,14,6,15,1,0,0
476,15,0.0,2.0,0.7,1.5,50.0,12,10.0,1.0,15.0,0.0,0.0,0.0,0,8,15,5,15,0,1,0
477,16,1.0,1.0,0.9,2.4,27.0,14,4.0,1.0,14.7,0.0,0.0,0.0,1,12,15,5,15,0,0,1
478,17,0.0,4.0,0.4,2.7,51.0,14,8.0,3.0,18.9,0.0,0.0,0.0,0,18,15,5,15,0,1,0
479,18,2.0,2.0,0.8,1.7,57.0,14,10.0,4.0,18.4,0.0,0.0,0.0,1,7,14,6,15,0,0,1
480,19,1.0,3.0,1.5,2.0,45.0,14,8.0,4.0,15.2,0.0,0.0,1.0,0,17,15,5,15,0,1,0
481,20,1.0,2.0,0.4,2.4,39.0,12,5.0,3.0,18.4,0.0,0.0,0.0,1,14,20,4,15,0,1,0
482,21,1.0,1.0,1.3,0.5,29.0,14,17.0,7.0,16.7,0.0,0.0,0.0,1,19,15,5,15,0,0,1
483,35,1.0,2.0,0.8,1.8,39.0,14,13.0,1.0,16.5,0.0,0.0,0.0,0,9,19,1,15,0,1,0
484,23,0.0,2.0,0.2,1.3,37.0,4,6.0,2.0,22.0,0.0,0.0,0.0,0,1,15,5,15,0,1,0
485,24,0.0,2.0,0.7,3.5,32.0,3,6.0,0.0,16.0,0.0,0.0,0.0,1,13,16,6,15,0,1,0
486,0,1.0,4.0,0.5,1.5,42.0,19,10.0,2.0,17.1,0.0,0.0,0.0,0,17,15,5,16,0,1,0
487,11,2.0,2.0,1.2,1.8,43.0,4,14.0,4.0,18.1,1.0,0.0,0.0,1,9,15,5,16,0,0,1
488,22,2.0,1.0,0.9,0.3,38.0,12,9.0,3.0,15.0,0.0,0.0,0.0,0,10,15,5,16,1,0,0
489,32,0.0,1.0,1.4,1.1,49.0,12,17.0,4.0,13.8,0.0,0.0,0.0,1,13,12,5,16,0,1,0
490,33,2.0,1.0,1.1,1.1,33.0,12,9.0,5.0,17.8,0.0,0.0,0.0,1,5,19,1,16,1,0,0
491,34,0.0,1.0,1.2,0.8,49.0,12,12.0,1.0,16.4,1.0,0.0,0.0,0,19,15,5,16,0,1,0
492,36,0.0,1.0,0.3,1.5,47.0,12,7.0,1.0,20.2,0.0,0.0,0.0,0,1,20,4,16,0,1,0
493,37,1.0,2.0,1.7,2.0,55.0,17,22.0,6.0,16.4,1.0,0.0,0.0,1,7,15,5,16,0,1,0
494,1,0.0,4.0,0.2,2.4,35.0,17,5.0,0.0,28.1,0.0,0.0,0.0,0,12,15,5,16,0,1,0
495,2,1.0,1.0,0.5,1.7,39.0,15,10.0,8.0,19.6,0.0,0.0,0.0,1,18,14,6,16,0,0,1
496,3,1.0,0.0,1.0,1.0,46.0,17,9.0,3.0,13.0,0.0,0.0,0.0,0,2,19,2,16,1,0,0
497,4,1.0,1.0,0.7,1.0,41.0,17,10.0,3.0,19.4,0.0,0.0,0.0,1,0,14,6,16,0,0,1
498,5,0.0,1.0,1.3,0.9,56.0,7,14.0,4.0,18.1,0.0,0.0,0.0,0,6,15,5,16,0,1,0
499,6,1.0,4.0,1.7,0.9,55.0,12,16.0,5.0,17.6,1.0,0.0,0.0,1,14,14,6,16,0,1,0
500,7,1.0,3.0,1.1,1.9,40.0,19,9.0,5.0,11.9,0.0,0.0,0.0,0,11,15,5,16,0,1,0
501,8,1.0,3.0,1.9,0.6,34.0,12,13.0,3.0,16.1,1.0,0.0,1.0,1,4,15,0,16,0,1,0
502,9,1.0,2.0,0.8,1.5,38.0,4,9.0,3.0,24.5,1.0,0.0,0.0,0,8,15,5,16,0,1,0
503,10,0.0,1.0,0.5,1.4,63.0,0,8.0,0.0,14.5,1.0,0.0,0.0,1,15,19,2,16,0,1,0
504,12,2.0,1.0,1.2,1.4,48.0,12,13.0,5.0,20.7,2.0,0.0,0.0,0,7,15,5,16,1,0,0
505,13,0.0,1.0,0.6,1.4,37.0,12,8.0,5.0,15.8,0.0,0.0,0.0,1,1,15,5,16,0,1,0
506,14,0.0,3.0,0.7,2.2,51.0,12,14.0,5.0,23.5,0.0,0.0,0.0,0,3,15,5,16,0,1,0
507,15,1.0,2.0,1.1,0.8,41.0,19,17.0,2.0,17.7,0.0,0.0,0.0,1,19,15,5,16,0,1,0
508,16,1.0,0.0,0.6,1.6,38.0,17,8.0,4.0,19.7,1.0,0.0,0.0,0,5,15,5,16,1,0,0
509,17,0.0,1.0,0.4,0.9,39.0,17,8.0,2.0,18.8,0.0,0.0,0.0,0,9,15,5,16,0,1,0
510,18,1.0,0.0,1.4,1.9,35.0,12,10.0,4.0,23.6,1.0,0.0,1.0,1,10,17,5,16,1,0,0
511,19,0.0,0.0,1.0,0.8,53.0,12,17.0,4.0,21.2,2.0,0.0,0.0,0,13,14,6,16,0,0,1
512,35,0.0,2.0,0.5,1.9,66.0,12,7.0,0.0,19.2,1.0,0.0,0.0,1,3,19,2,16,0,1,0
513,20,3.0,3.0,2.4,2.3,51.0,17,18.0,6.0,19.6,1.0,1.0,1.0,1,17,15,5,16,0,0,1
514,21,0.0,1.0,0.3,1.4,57.0,17,9.0,3.0,21.1,0.0,0.0,0.0,0,18,14,6,16,0,1,0
515,23,1.0,4.0,0.4,2.9,27.0,17,4.0,1.0,17.0,0.0,0.0,0.0,1,12,17,5,16,0,1,0
516,24,0.0,2.0,0.8,0.9,58.0,17,11.0,4.0,18.0,0.0,0.0,0.0,1,6,15,5,16,0,1,0
517,0,4.0,1.0,1.5,0.5,58.0,4,18.0,8.0,16.5,0.0,0.0,0.0,1,16,15,5,17,1,0,0
518,11,2.0,2.0,1.0,1.6,37.0,4,10.0,5.0,13.4,0.0,0.0,0.0,0,5,16,6,17,0,0,1
519,22,1.0,0.0,1.7,0.7,50.0,4,11.0,4.0,11.7,0.0,0.0,0.0,1,19,12,5,17,1,0,0
520,32,2.0,0.0,2.4,0.9,45.0,4,17.0,5.0,19.7,0.0,0.0,1.0,0,15,16,6,17,1,0,0
521,33,1.0,1.0,0.6,1.2,61.0,4,12.0,3.0,16.8,0.0,0.0,0.0,0,18,19,2,17,0,0,1
522,34,2.0,1.0,2.9,0.7,52.0,4,23.0,10.0,15.5,1.0,0.0,0.0,1,8,15,5,17,1,0,0
523,36,6.0,2.0,2.2,1.8,44.0,4,16.0,11.0,16.5,0.0,0.0,0.0,1,10,17,5,17,1,0,0
524,37,1.0,3.0,1.6,2.4,36.0,4,6.0,2.0,19.9,0.0,1.0,1.0,0,0,12,5,17,0,1,0
525,1,1.0,0.0,0.8,0.7,41.0,7,8.0,3.0,18.7,1.0,0.0,0.0,0,4,17,5,17,1,0,0
526,2,2.0,0.0,2.2,0.4,62.0,4,20.0,6.0,17.2,1.0,1.0,1.0,1,7,17,5,17,1,0,0
527,3,0.0,2.0,0.6,1.5,48.0,7,9.0,2.0,14.9,0.0,0.0,0.0,0,13,20,2,17,0,1,0
528,4,1.0,2.0,1.6,1.2,53.0,7,17.0,4.0,16.9,0.0,0.0,0.0,1,14,16,6,17,0,1,0
529,5,3.0,2.0,2.0,0.5,69.0,7,23.0,7.0,15.1,1.0,0.0,0.0,0,2,15,5,17,1,0,0
530,6,1.0,2.0,1.2,1.2,47.0,19,14.0,5.0,14.4,0.0,0.0,0.0,1,11,16,6,17,0,1,0
531,7,4.0,3.0,1.8,1.1,55.0,4,14.0,7.0,14.5,0.0,0.0,0.0,1,9,15,5,17,1,0,0
532,8,2.0,2.0,1.1,2.0,61.0,4,15.0,8.0,19.7,1.0,0.0,0.0,0,3,12,0,17,0,0,1
533,9,0.0,2.0,0.7,1.0,59.0,4,6.0,1.0,15.2,1.0,0.0,0.0,1,1,14,6,17,0,1,0
534,10,4.0,0.0,1.4,0.8,53.0,4,14.0,6.0,16.2,0.0,0.0,0.0,0,6,20,2,17,1,0,0
535,12,0.0,2.0,1.6,1.8,51.0,4,17.0,7.0,16.3,1.0,0.0,0.0,1,0,16,6,17,0,1,0
536,35,2.0,4.0,0.8,2.3,42.0,4,9.0,3.0,16.5,0.0,0.0,0.0,0,12,20,3,17,0,1,0
537,13,1.0,0.0,0.9,1.0,46.0,4,10.0,3.0,17.0,1.0,0.0,0.0,0,8,20,0,17,1,0,0
538,14,1.0,0.0,1.4,1.3,36.0,4,12.0,3.0,14.7,0.0,0.0,0.0,1,12,16,6,17,1,0,0
539,15,1.0,4.0,1.3,1.7,51.0,4,11.0,4.0,16.8,2.0,0.0,0.0,0,10,15,5,17,0,1,0
540,16,2.0,0.0,1.5,0.5,57.0,4,16.0,6.0,21.5,0.0,0.0,0.0,1,18,16,6,17,1,0,0
541,17,2.0,0.0,0.8,0.4,41.0,4,8.0,3.0,16.5,0.0,0.0,0.0,1,5,13,6,17,1,0,0
542,18,0.0,1.0,1.2,0.5,54.0,4,21.0,6.0,20.6,2.0,0.0,0.0,0,19,15,5,17,0,1,0
543,19,3.0,1.0,2.0,1.5,55.0,4,14.0,6.0,14.8,0.0,1.0,1.0,1,15,15,5,17,1,0,0
544,20,3.0,3.0,2.3,2.4,49.0,4,17.0,3.0,15.8,0.0,0.0,0.0,0,16,15,5,17,0,0,1
545,21,1.0,1.0,1.4,0.9,61.0,4,7.0,0.0,19.6,0.0,1.0,1.0,0,7,20,0,17,0,0,1
546,23,2.0,1.0,0.8,1.4,35.0,4,9.0,3.0,15.2,0.0,0.0,0.0,1,4,15,5,17,1,0,0
547,24,2.0,3.0,2.2,1.3,58.0,4,24.0,8.0,17.9,1.0,0.0,0.0,1,2,15,5,17,0,1,0
548,0,0.0,2.0,0.5,2.2,25.0,12,6.0,1.0,16.3,0.0,0.0,0.0,1,12,16,6,18,0,1,0
549,11,0.0,1.0,2.1,1.3,57.0,15,18.0,3.0,19.3,2.0,0.0,1.0,0,15,14,6,18,0,1,0
550,22,0.0,2.0,0.8,1.7,50.0,12,13.0,3.0,16.5,0.0,0.0,0.0,1,4,14,6,18,0,1,0
551,32,1.0,0.0,0.6,0.5,42.0,7,7.0,2.0,24.8,1.0,0.0,0.0,0,1,14,6,18,1,0,0
552,33,1.0,1.0,1.2,0.6,39.0,12,14.0,4.0,16.3,0.0,0.0,0.0,1,17,19,2,18,0,0,1
553,34,1.0,2.0,1.1,0.9,33.0,3,6.0,3.0,15.9,0.0,0.0,0.0,0,5,15,5,18,0,1,0
554,36,0.0,1.0,1.0,0.4,47.0,12,14.0,4.0,15.2,0.0,0.0,0.0,0,7,14,6,18,0,1,0
555,37,2.0,0.0,0.9,0.7,39.0,12,18.0,5.0,20.3,1.0,0.0,0.0,1,19,17,5,18,1,0,0
556,1,3.0,1.0,2.4,0.7,50.0,12,16.0,7.0,16.4,0.0,1.0,1.0,1,8,14,6,18,1,0,0
557,2,1.0,1.0,1.7,0.5,61.0,4,25.0,4.0,18.8,0.0,0.0,0.0,0,16,14,6,18,0,0,1
558,3,0.0,1.0,1.7,1.7,46.0,17,7.0,2.0,15.2,0.0,0.0,1.0,0,11,19,2,18,0,1,0
559,4,2.0,0.0,1.9,0.4,55.0,12,19.0,3.0,21.1,1.0,1.0,1.0,1,2,20,0,18,1,0,0
560,5,0.0,1.0,1.1,1.2,47.0,12,13.0,4.0,22.3,0.0,0.0,0.0,0,13,16,6,18,0,1,0
561,6,1.0,2.0,0.3,1.0,42.0,12,5.0,2.0,16.7,0.0,0.0,0.0,1,6,14,6,18,0,1,0
562,7,0.0,2.0,1.4,1.8,54.0,12,18.0,6.0,16.4,0.0,0.0,0.0,1,10,15,5,18,0,1,0
563,8,1.0,3.0,1.0,2.1,34.0,12,7.0,3.0,24.2,0.0,1.0,1.0,0,0,20,0,18,0,1,0
564,9,0.0,2.0,1.3,1.6,63.0,4,20.0,5.0,18.2,2.0,0.0,0.0,1,3,19,4,18,0,1,0
565,10,2.0,2.0,1.4,1.6,38.0,15,14.0,1.0,22.5,0.0,1.0,1.0,0,9,19,2,18,0,0,1
566,12,0.0,1.0,1.1,0.9,42.0,15,16.0,3.0,18.4,0.0,0.0,0.0,0,19,15,5,18,0,1,0
567,13,2.0,0.0,2.2,0.5,33.0,4,11.0,4.0,11.9,0.0,0.0,0.0,1,7,15,5,18,1,0,0
568,14,1.0,1.0,1.0,1.0,38.0,4,10.0,1.0,16.2,0.0,0.0,0.0,0,14,17,5,18,0,0,1
569,15,1.0,1.0,1.3,1.1,29.0,4,10.0,2.0,13.8,1.0,0.0,0.0,1,5,12,5,18,0,0,1
570,16,0.0,2.0,0.5,1.5,43.0,4,6.0,1.0,16.0,1.0,0.0,0.0,0,17,16,6,18,0,1,0
571,17,4.0,0.0,2.7,0.4,49.0,15,18.0,5.0,14.9,0.0,0.0,0.0,1,15,15,5,18,1,0,0
572,18,0.0,4.0,0.3,3.5,35.0,12,3.0,2.0,12.1,0.0,0.0,0.0,0,4,15,5,18,0,1,0
573,19,1.0,1.0,2.1,1.5,41.0,10,16.0,4.0,16.7,0.0,1.0,1.0,1,1,14,6,18,0,0,1
574,21,1.0,0.0,1.4,0.3,43.0,15,12.0,2.0,14.2,1.0,0.0,0.0,1,16,14,6,18,1,0,0
575,35,1.0,5.0,1.0,3.3,42.0,12,7.0,2.0,19.0,1.0,0.0,0.0,1,14,20,2,18,0,1,0
576,23,1.0,0.0,1.1,0.7,24.0,17,9.0,5.0,14.1,0.0,0.0,0.0,0,8,15,5,18,1,0,0
577,24,2.0,2.0,1.8,2.7,30.0,15,15.0,2.0,14.8,1.0,1.0,1.0,1,0,14,6,18,0,0,1
578,0,1.0,2.0,1.3,0.8,60.0,12,15.0,6.0,18.9,0.0,0.0,0.0,0,9,15,5,19,0,1,0
579,11,0.0,0.0,0.9,1.5,59.0,12,7.0,1.0,18.7,1.0,0.0,0.0,1,8,15,5,19,0,0,1
580,22,0.0,1.0,0.7,1.7,50.0,7,20.0,3.0,21.9,1.0,0.0,0.0,0,17,12,5,19,0,1,0
581,32,1.0,1.0,0.7,1.7,37.0,15,10.0,4.0,20.7,1.0,0.0,0.0,1,14,14,6,19,0,0,1
582,33,0.0,0.0,1.5,0.4,65.0,15,17.0,3.0,17.7,1.0,0.0,0.0,0,2,19,2,19,0,0,1
583,34,1.0,0.0,0.8,1.2,51.0,15,7.0,2.0,12.9,0.0,0.0,0.0,1,16,15,5,19,1,0,0
584,36,0.0,3.0,0.4,1.1,41.0,15,6.0,1.0,19.6,2.0,0.0,0.0,1,12,12,5,19,0,1,0
585,37,0.0,2.0,0.7,0.9,61.0,4,15.0,4.0,21.6,0.0,0.0,0.0,0,18,17,5,19,0,1,0
586,1,0.0,3.0,1.1,1.9,43.0,12,8.0,2.0,14.5,1.0,0.0,0.0,0,5,15,5,19,0,1,0
587,2,1.0,0.0,1.3,1.5,58.0,12,8.0,1.0,16.8,0.0,1.0,1.0,1,15,15,5,19,1,0,0
588,3,1.0,2.0,0.8,1.2,49.0,12,10.0,4.0,16.3,1.0,0.0,0.0,0,6,20,1,19,0,1,0
589,4,0.0,4.0,2.1,0.9,60.0,12,21.0,5.0,15.7,1.0,0.0,0.0,1,10,14,6,19,0,1,0
590,5,1.0,1.0,0.6,1.4,42.0,12,13.0,4.0,20.4,0.0,0.0,0.0,0,3,15,5,19,0,0,1
591,6,2.0,3.0,1.2,1.5,29.0,15,7.0,4.0,18.3,0.0,1.0,1.0,1,4,15,5,19,0,1,0
592,7,0.0,2.0,0.7,2.1,38.0,19,11.0,2.0,20.0,1.0,0.0,0.0,1,0,19,5,19,0,1,0
593,8,2.0,1.0,0.8,1.7,42.0,15,7.0,4.0,18.6,0.0,0.0,0.0,0,7,15,0,19,1,0,0
594,9,0.0,1.0,0.7,2.0,46.0,12,10.0,3.0,17.3,2.0,0.0,0.0,1,13,12,5,19,0,1,0
595,10,1.0,1.0,0.9,1.8,44.0,12,10.0,3.0,14.2,0.0,0.0,0.0,0,1,20,2,19,0,0,1
596,12,1.0,0.0,0.9,1.1,58.0,12,17.0,4.0,20.0,0.0,0.0,0.0,1,18,15,5,19,1,0,0
597,13,0.0,3.0,0.8,2.8,45.0,15,10.0,1.0,16.4,0.0,0.0,0.0,0,12,14,6,19,0,1,0
