,round,gf,ga,xg,xga,poss,formation,sh,sot,dist,fk,pk,pkatt,venue_code,opp_code,hour,day_code,home_code,target_home,target_away,target_draw
598,14,3.0,0.0,2.0,1.8,41.0,17,12.0,5.0,18.3,0.0,0.0,0.0,1,11,15,5,19,1,0,0
599,15,2.0,1.0,0.8,1.1,59.0,12,11.0,1.0,18.7,0.0,0.0,0.0,0,16,15,5,19,1,0,0
600,16,0.0,1.0,1.3,1.1,68.0,12,15.0,4.0,13.3,0.0,0.0,0.0,1,2,15,5,19,0,1,0
601,17,1.0,1.0,0.8,0.5,49.0,17,8.0,2.0,18.1,0.0,0.0,0.0,0,8,20,4,19,0,0,1
602,35,0.0,2.0,0.8,2.6,43.0,12,4.0,1.0,11.0,0.0,0.0,0.0,0,11,20,2,19,0,1,0
603,18,1.0,0.0,0.5,1.2,46.0,12,8.0,5.0,21.0,0.0,0.0,0.0,1,17,15,5,19,1,0,0
604,19,1.0,2.0,1.1,1.8,57.0,12,7.0,4.0,19.5,1.0,0.0,0.0,0,14,16,6,19,0,1,0
605,20,2.0,4.0,2.7,1.6,65.0,15,23.0,8.0,16.1,1.0,0.0,0.0,1,9,15,5,19,0,1,0
606,21,1.0,1.0,0.5,1.3,71.0,12,8.0,1.0,17.2,0.0,0.0,0.0,0,15,15,5,19,0,0,1
607,23,1.0,0.0,0.6,1.1,38.0,17,9.0,4.0,24.2,0.0,0.0,0.0,1,5,15,5,19,1,0,0
608,24,2.0,0.0,0.8,1.1,50.0,17,11.0,9.0,18.4,0.0,0.0,0.0,1,3,15,5,19,1,0,0
