,round,gf,ga,xg,xga,poss,formation,sh,sot,dist,fk,pk,pkatt,venue_code,opp_code,hour,day_code,home_code,target_home,target_away,target_draw
17,21,1.0,2.0,1.2,1.2,67.0,12,15.0,7.0,17.3,1.0,0.0,0.0,0,4,13,6,0,0,1,0
18,26,3.0,2.0,1.6,2.0,64.0,12,13.0,7.0,18.6,1.0,0.0,0.0,1,16,14,6,0,1,0,0
19,27,1.0,2.0,1.2,0.8,71.0,15,15.0,3.0,19.5,1.0,0.0,0.0,0,14,13,6,0,0,1,0
20,28,4.0,1.0,1.8,0.8,67.0,15,20.0,8.0,18.5,1.0,0.0,0.0,1,18,13,6,0,1,0,0
21,29,1.0,2.0,0.5,1.7,41.0,12,8.0,3.0,18.8,0.0,0.0,0.0,0,13,16,6,0,0,1,0
22,24,1.0,3.0,1.4,2.2,59.0,15,14.0,7.0,14.3,0.0,0.0,0.0,0,10,19,2,0,0,1,0
23,0,0.0,2.0,0.5,1.7,42.0,12,9.0,3.0,18.7,0.0,0.0,0.0,1,12,16,6,0,0,1,0
24,11,2.0,3.0,2.4,1.6,38.0,12,15.0,6.0,16.9,0.0,0.0,0.0,0,5,17,5,0,0,1,0
25,22,3.0,1.0,1.8,1.1,61.0,12,17.0,10.0,18.9,1.0,0.0,0.0,1,18,15,5,0,1,0,0
26,33,2.0,1.0,1.0,0.4,63.0,12,12.0,2.0,17.0,1.0,0.0,0.0,0,14,15,5,0,1,0,0
27,34,2.0,0.0,0.8,0.8,62.0,12,9.0,5.0,18.3,0.0,0.0,0.0,1,7,16,6,0,1,0,0
28,36,5.0,1.0,1.1,1.4,52.0,17,9.0,7.0,16.6,0.0,0.0,0.0,0,8,12,6,0,1,0,0
29,37,3.0,1.0,2.7,0.5,68.0,12,19.0,6.0,17.7,2.0,0.0,0.0,1,10,20,0,0,1,0,0
30,1,2.0,2.0,0.9,2.3,57.0,12,7.0,2.0,20.5,2.0,0.0,0.0,0,6,13,6,0,0,0,1
31,2,1.0,1.0,1.4,1.3,61.0,12,12.0,4.0,15.3,0.0,0.0,0.0,1,11,17,5,0,0,0,1
32,3,1.0,1.0,0.9,1.9,71.0,12,10.0,3.0,20.4,0.0,0.0,0.0,1,19,16,6,0,0,0,1
33,4,2.0,1.0,1.6,0.6,58.0,4,20.0,4.0,17.8,0.0,0.0,0.0,0,2,13,6,0,1,0,0
34,5,4.0,2.0,2.7,1.2,59.0,4,21.0,5.0,17.3,0.0,1.0,1.0,1,17,14,6,0,1,0,0
35,6,2.0,2.0,1.1,1.1,55.0,4,9.0,4.0,16.2,0.0,0.0,0.0,0,13,20,2,0,0,0,1
36,8,2.0,3.0,1.9,1.3,66.0,4,13.0,4.0,18.8,0.0,0.0,0.0,0,16,13,6,0,0,1,0
37,10,1.0,1.0,0.8,1.1,67.0,8,7.0,4.0,19.4,0.0,0.0,0.0,0,4,17,2,0,0,0,1
38,12,1.0,5.0,1.0,3.8,52.0,12,8.0,2.0,17.0,0.0,0.0,0.0,0,11,17,5,0,0,1,0
39,13,4.0,1.0,4.5,1.4,60.0,4,16.0,8.0,12.0,0.0,0.0,0.0,1,8,15,1,0,1,0,0
40,14,0.0,1.0,0.7,0.6,58.0,4,11.0,2.0,17.3,0.0,0.0,0.0,0,18,12,5,0,0,1,0
41,15,2.0,0.0,1.5,0.9,36.0,8,13.0,5.0,12.7,0.0,0.0,0.0,1,5,17,5,0,1,0,0
42,17,1.0,3.0,0.7,2.7,41.0,17,4.0,2.0,18.6,0.0,0.0,0.0,0,12,16,6,0,0,1,0
43,19,2.0,0.0,2.1,0.8,62.0,12,12.0,4.0,14.1,0.0,0.0,0.0,1,16,14,6,0,1,0,0
44,20,5.0,1.0,2.5,0.9,64.0,4,16.0,7.0,15.3,1.0,0.0,0.0,1,2,19,2,0,1,0,0
45,21,1.0,1.0,2.6,1.6,40.0,12,8.0,2.0,15.4,0.0,0.0,1.0,0,17,12,5,0,0,0,1
46,23,2.0,0.0,1.7,2.3,46.0,3,13.0,1.0,19.4,0.0,1.0,1.0,1,13,16,6,0,1,0,0
47,25,2.0,0.0,0.8,0.1,70.0,4,7.0,3.0,15.6,0.0,0.0,0.0,1,14,20,0,0,1,0,0
48,26,0.0,1.0,0.3,2.4,57.0,4,7.0,2.0,15.4,0.0,0.0,0.0,0,7,14,6,0,0,1,0
49,28,2.0,3.0,1.2,1.6,72.0,3,12.0,5.0,14.9,0.0,0.0,0.0,1,6,16,6,0,0,1,0
50,24,1.0,3.0,0.8,1.2,70.0,12,11.0,1.0,20.0,1.0,0.0,0.0,0,19,19,2,0,0,1,0
51,29,0.0,3.0,0.6,3.3,34.0,17,6.0,1.0,14.9,0.0,0.0,0.0,0,10,12,6,0,0,1,0
52,30,1.0,1.0,2.4,1.9,70.0,13,19.0,6.0,18.7,2.0,1.0,1.0,1,4,16,6,0,0,0,1
53,0,1.0,0.0,1.1,0.4,62.0,12,8.0,2.0,13.9,0.0,0.0,0.0,0,14,14,6,0,1,0,0
54,22,1.0,3.0,1.0,2.5,48.0,13,9.0,3.0,19.0,1.0,0.0,0.0,0,11,17,5,0,0,1,0
55,32,2.0,2.0,2.4,2.0,55.0,15,26.0,8.0,18.1,2.0,0.0,0.0,1,17,16,6,0,0,0,1
56,34,3.0,2.0,2.4,1.5,58.0,12,20.0,5.0,16.9,2.0,1.0,1.0,1,1,16,6,0,1,0,0
57,35,1.0,1.0,1.9,0.9,45.0,15,10.0,5.0,16.6,1.0,0.0,0.0,0,13,20,0,0,0,0,1
58,36,1.0,0.0,1.2,0.6,53.0,12,12.0,2.0,15.3,0.0,0.0,0.0,1,2,14,6,0,1,0,0
59,1,2.0,2.0,1.3,1.6,56.0,17,15.0,6.0,15.8,1.0,0.0,0.0,1,6,16,6,0,0,0,1
60,2,1.0,1.0,0.9,1.8,57.0,13,10.0,4.0,14.9,0.0,0.0,0.0,1,19,15,5,0,0,0,1
61,3,0.0,2.0,1.0,1.2,49.0,3,8.0,1.0,15.8,0.0,0.0,0.0,0,10,17,5,0,0,1,0
62,4,2.0,2.0,1.8,2.4,61.0,3,12.0,5.0,11.2,0.0,0.0,0.0,1,16,15,5,0,0,0,1
63,6,1.0,2.0,0.9,1.7,50.0,12,12.0,5.0,16.2,1.0,0.0,0.0,1,4,20,3,0,0,1,0
64,7,3.0,1.0,1.4,0.6,64.0,12,10.0,3.0,16.2,0.0,0.0,0.0,0,18,20,0,0,1,0,0
65,8,0.0,3.0,0.5,1.3,43.0,12,6.0,1.0,18.8,0.0,0.0,0.0,1,12,16,6,0,0,1,0
66,9,0.0,0.0,0.6,0.5,57.0,12,6.0,2.0,13.2,0.0,0.0,0.0,0,7,12,5,0,0,0,1
67,10,1.0,1.0,1.4,2.0,60.0,12,17.0,2.0,18.0,0.0,0.0,0.0,0,2,15,3,0,0,0,1
68,12,1.0,2.0,0.5,1.4,42.0,12,7.0,2.0,15.4,1.0,0.0,0.0,1,5,14,6,0,0,1,0
69,13,2.0,0.0,1.5,0.7,49.0,12,10.0,4.0,13.9,0.0,0.0,0.0,1,13,20,2,0,1,0,0
70,14,1.0,1.0,1.4,0.6,57.0,12,7.0,4.0,14.4,1.0,0.0,0.0,0,6,12,5,0,0,0,1
71,16,2.0,2.0,0.4,2.9,42.0,12,2.0,2.0,18.8,0.0,0.0,0.0,0,5,20,1,0,0,0,1
72,18,4.0,0.0,2.6,0.9,68.0,12,15.0,7.0,17.1,1.0,0.0,0.0,1,14,16,6,0,1,0,0
73,19,3.0,2.0,1.3,2.7,51.0,12,9.0,4.0,13.8,0.0,0.0,0.0,1,7,16,6,0,1,0,0
74,21,1.0,0.0,1.2,1.5,68.0,12,9.0,2.0,16.7,0.0,0.0,0.0,1,18,15,5,0,1,0,0
75,20,0.0,3.0,0.3,2.6,33.0,14,3.0,0.0,16.3,0.0,0.0,0.0,0,12,20,2,0,0,1,0
76,23,1.0,2.0,0.8,1.0,59.0,15,13.0,6.0,17.1,0.0,0.0,0.0,0,4,15,5,0,0,1,0
77,24,2.0,0.0,1.9,0.9,47.0,4,10.0,5.0,14.2,1.0,0.0,0.0,0,16,18,3,0,1,0,0
78,26,2.0,0.0,1.3,1.2,47.0,4,8.0,4.0,13.4,0.0,0.0,0.0,0,19,17,5,0,1,0,0
79,27,1.0,1.0,1.1,0.9,39.0,4,11.0,7.0,16.3,1.0,0.0,0.0,1,10,20,1,0,0,0,1
80,28,1.0,2.0,0.6,2.0,62.0,4,13.0,4.0,19.2,2.0,0.0,0.0,0,17,16,6,0,0,1,0
81,29,2.0,1.0,0.8,2.1,32.0,4,3.0,2.0,12.4,0.0,0.0,0.0,1,11,20,2,0,1,0,0
82,30,0.0,1.0,0.6,0.6,69.0,4,7.0,0.0,15.3,0.0,0.0,0.0,0,1,20,1,0,0,1,0
83,0,3.0,0.0,1.9,0.1,54.0,4,13.0,5.0,14.1,2.0,0.0,0.0,0,8,12,5,0,1,0,0
84,11,2.0,1.0,1.1,2.0,62.0,4,7.0,3.0,14.8,0.0,0.0,0.0,1,18,20,5,0,1,0,0
85,22,1.0,3.0,1.3,2.7,34.0,4,4.0,3.0,15.0,0.0,0.0,0.0,0,11,20,0,0,0,1,0
86,33,0.0,1.0,0.9,1.3,42.0,15,11.0,3.0,18.4,2.0,0.0,0.0,0,12,17,5,0,0,1,0
87,34,0.0,1.0,0.7,0.7,56.0,4,12.0,4.0,15.0,1.0,0.0,0.0,1,10,19,6,0,0,1,0
88,35,1.0,0.0,1.0,0.4,46.0,4,6.0,1.0,24.6,0.0,1.0,1.0,0,13,16,6,0,1,0,0
89,36,0.0,3.0,1.5,1.8,59.0,4,13.0,2.0,16.4,0.0,0.0,0.0,1,1,19,6,0,0,1,0
90,37,0.0,0.0,0.9,1.8,34.0,12,9.0,2.0,19.6,2.0,0.0,0.0,0,9,16,6,0,0,0,1
91,1,1.0,2.0,1.5,1.8,56.0,12,13.0,2.0,15.6,2.0,0.0,0.0,1,19,19,6,0,0,1,0
92,2,0.0,2.0,0.6,0.3,69.0,12,11.0,2.0,16.8,1.0,0.0,0.0,0,17,16,6,0,0,1,0
93,4,1.0,1.0,0.6,1.2,36.0,4,9.0,4.0,22.3,0.0,0.0,0.0,1,16,18,2,0,0,0,1
94,5,1.0,2.0,1.4,0.6,57.0,4,12.0,1.0,18.9,1.0,1.0,1.0,0,7,17,5,0,0,1,0
95,6,3.0,1.0,2.0,2.6,40.0,12,14.0,6.0,17.9,1.0,1.0,1.0,1,5,17,5,0,1,0,0
96,7,1.0,0.0,1.1,0.8,50.0,12,11.0,3.0,14.5,1.0,0.0,0.0,0,4,18,1,0,1,0,0
97,9,0.0,0.0,0.4,0.8,67.0,12,11.0,4.0,20.1,0.0,0.0,0.0,1,6,20,3,0,0,0,1
98,10,3.0,0.0,2.4,0.2,66.0,12,20.0,6.0,16.6,1.0,0.0,0.0,1,14,20,0,0,1,0,0
99,12,3.0,1.0,2.2,0.8,42.0,12,9.0,4.0,15.2,0.0,0.0,0.0,0,16,20,1,0,1,0,0
100,13,0.0,0.0,0.9,1.6,43.0,12,17.0,3.0,20.8,3.0,0.0,0.0,1,13,17,5,0,0,0,1
101,14,1.0,2.0,0.8,1.5,45.0,12,9.0,3.0,18.7,0.0,0.0,0.0,0,19,18,1,0,0,1,0
102,15,0.0,1.0,0.8,1.2,65.0,12,14.0,3.0,17.3,1.0,0.0,0.0,0,1,12,5,0,0,1,0
103,16,4.0,2.0,2.3,0.9,46.0,12,12.0,4.0,19.1,0.0,1.0,1.0,1,9,16,6,0,1,0,0
104,17,0.0,1.0,0.3,1.8,45.0,12,7.0,1.0,19.5,0.0,0.0,0.0,1,12,16,6,0,0,1,0
105,18,3.0,1.0,2.3,0.4,56.0,12,11.0,3.0,18.5,0.0,1.0,1.0,0,10,12,6,0,1,0,0
106,20,2.0,1.0,1.7,0.4,52.0,12,12.0,2.0,22.5,0.0,1.0,1.0,1,17,16,6,0,1,0,0
107,21,3.0,3.0,1.4,2.4,62.0,12,16.0,6.0,18.2,0.0,0.0,0.0,0,18,15,6,0,0,0,1
108,23,0.0,3.0,0.1,2.4,36.0,12,3.0,2.0,18.9,0.0,0.0,0.0,1,11,20,5,0,0,1,0
109,25,1.0,1.0,2.7,0.9,69.0,12,18.0,5.0,16.0,1.0,0.0,0.0,1,8,13,6,0,0,0,1
110,26,0.0,1.0,0.8,0.5,59.0,12,14.0,3.0,18.3,0.0,0.0,0.0,1,7,20,4,0,0,1,0
111,27,2.0,0.0,2.0,0.3,61.0,12,19.0,4.0,17.0,1.0,0.0,0.0,0,14,14,6,0,1,0,0
112,29,1.0,0.0,0.6,1.8,33.0,4,5.0,2.0,20.7,0.0,0.0,0.0,0,5,20,2,0,1,0,0
113,30,3.0,1.0,1.8,1.0,68.0,12,6.0,3.0,14.2,0.0,0.0,0.0,0,6,19,2,0,1,0,0
114,31,2.0,0.0,0.8,0.2,54.0,12,16.0,5.0,20.8,1.0,0.0,0.0,1,4,16,6,0,1,0,0
115,32,0.0,1.0,0.4,1.4,48.0,15,10.0,2.0,24.9,2.0,0.0,0.0,0,6,15,5,1,0,1,0
116,33,0.0,0.0,1.3,0.6,46.0,15,10.0,5.0,18.0,0.0,0.0,0.0,1,18,20,0,1,0,0,1
117,34,2.0,3.0,1.5,2.4,42.0,15,14.0,9.0,19.0,2.0,0.0,0.0,0,0,16,6,1,0,1,0
118,37,2.0,1.0,3.0,1.2,49.0,15,24.0,8.0,16.9,3.0,0.0,0.0,1,4,15,5,1,1,0,0
119,1,0.0,3.0,1.0,2.9,37.0,10,11.0,5.0,17.0,0.0,0.0,0.0,0,12,12,5,1,0,1,0
120,2,1.0,2.0,0.4,2.4,27.0,15,4.0,2.0,13.8,0.0,0.0,0.0,1,11,15,5,1,0,1,0
121,3,1.0,2.0,0.6,2.4,50.0,15,13.0,4.0,23.2,1.0,0.0,0.0,0,19,14,6,1,0,1,0
122,4,2.0,0.0,2.3,0.6,61.0,15,17.0,8.0,17.5,1.0,0.0,0.0,1,14,20,0,1,1,0,0
123,5,2.0,2.0,1.2,1.7,38.0,15,9.0,3.0,15.9,0.0,0.0,0.0,0,13,16,6,1,0,0,1
124,6,1.0,2.0,1.0,1.8,36.0,15,9.0,3.0,14.2,0.0,0.0,0.0,0,5,19,2,1,0,1,0
125,7,1.0,4.0,1.2,4.6,41.0,10,15.0,2.0,15.2,0.0,0.0,0.0,1,10,14,6,1,0,1,0
126,9,1.0,3.0,1.1,2.8,56.0,15,19.0,6.0,19.1,2.0,0.0,0.0,1,16,15,5,1,0,1,0
127,14,1.0,6.0,1.1,2.8,30.0,19,6.0,0.0,16.2,0.0,1.0,1.0,1,12,16,6,1,0,1,0
128,15,1.0,1.0,0.6,1.1,45.0,4,8.0,3.0,16.4,1.0,0.0,0.0,0,4,15,5,1,0,0,1
129,17,1.0,2.0,1.7,2.2,60.0,4,17.0,4.0,13.6,0.0,0.0,0.0,0,2,15,5,1,0,1,0
130,18,2.0,3.0,1.8,3.4,55.0,4,18.0,4.0,14.8,1.0,0.0,0.0,1,17,14,6,1,0,1,0
131,19,0.0,2.0,0.5,2.6,54.0,4,4.0,1.0,16.9,0.0,0.0,0.0,0,16,15,5,1,0,1,0
132,21,0.0,4.0,0.5,2.1,36.0,10,4.0,1.0,15.4,0.0,0.0,0.0,0,10,20,0,1,0,1,0
133,23,1.0,2.0,1.0,1.1,27.0,15,8.0,4.0,15.0,1.0,0.0,0.0,1,5,16,6,1,0,1,0
134,24,1.0,1.0,1.6,0.9,48.0,15,14.0,2.0,18.3,1.0,0.0,0.0,0,14,18,2,1,0,0,1
135,25,0.0,1.0,0.6,0.7,48.0,8,11.0,1.0,15.4,0.0,0.0,0.0,1,19,12,5,1,0,1,0
136,26,0.0,2.0,0.7,0.7,30.0,16,9.0,3.0,18.0,0.0,0.0,0.0,0,11,16,6,1,0,1,0
137,27,0.0,3.0,0.5,2.3,34.0,16,9.0,1.0,20.4,1.0,0.0,0.0,1,13,20,3,1,0,1,0
138,28,2.0,0.0,1.7,1.2,45.0,15,12.0,9.0,18.5,1.0,0.0,0.0,1,6,14,6,1,1,0,0
139,29,1.0,1.0,1.3,0.9,46.0,15,15.0,1.0,18.7,1.0,0.0,0.0,0,7,18,3,1,0,0,1
140,30,1.0,0.0,0.6,0.6,31.0,15,8.0,3.0,17.9,0.0,0.0,0.0,1,0,20,1,1,1,0,0
141,31,1.0,1.0,1.0,0.9,38.0,10,13.0,4.0,16.7,1.0,0.0,0.0,0,18,16,6,1,0,0,1
142,22,3.0,0.0,1.4,0.7,36.0,15,12.0,5.0,14.5,0.0,0.0,0.0,0,8,17,0,1,1,0,0
143,32,7.0,2.0,2.7,1.8,31.0,12,18.0,11.0,16.7,0.0,0.0,0.0,1,11,19,6,1,1,0,0
144,33,1.0,0.0,0.7,0.6,50.0,12,10.0,4.0,19.4,1.0,0.0,0.0,0,10,19,6,1,1,0,0
145,34,0.0,3.0,1.4,2.7,41.0,12,12.0,3.0,18.5,0.0,0.0,0.0,1,9,20,4,1,0,1,0
146,35,3.0,4.0,1.9,0.7,56.0,12,18.0,9.0,15.9,1.0,1.0,1.0,1,16,12,6,1,0,1,0
147,36,3.0,0.0,1.8,1.5,41.0,12,15.0,5.0,12.7,0.0,0.0,0.0,0,0,19,6,1,1,0,0
148,37,1.0,2.0,1.5,1.4,56.0,12,15.0,4.0,18.2,0.0,0.0,0.0,1,4,15,5,1,0,1,0
149,1,1.0,2.0,2.5,0.4,66.0,15,15.0,6.0,18.5,2.0,0.0,1.0,0,18,20,0,1,0,1,0
150,3,1.0,0.0,1.4,1.1,50.0,15,12.0,1.0,20.1,1.0,1.0,1.0,0,19,12,5,1,1,0,0
151,6,3.0,0.0,3.9,0.9,39.0,12,20.0,9.0,12.3,0.0,0.0,0.0,1,6,15,5,1,1,0,0
152,7,1.0,1.0,0.7,1.7,37.0,12,10.0,2.0,17.5,0.0,0.0,0.0,0,5,17,0,1,0,0,1
153,8,1.0,2.0,1.4,2.1,52.0,12,15.0,5.0,14.4,1.0,0.0,0.0,0,13,20,4,1,0,1,0
154,0,0.0,2.0,0.6,3.4,31.0,12,11.0,4.0,18.6,1.0,0.0,0.0,0,12,18,2,1,0,1,0
155,2,2.0,0.0,2.3,0.5,58.0,12,14.0,5.0,17.4,0.0,0.0,0.0,1,14,20,5,1,1,0,0
156,13,1.0,0.0,0.6,1.9,41.0,12,8.0,4.0,16.2,0.0,0.0,0.0,0,16,20,5,1,1,0,0
157,14,1.0,3.0,0.7,1.7,56.0,12,9.0,2.0,17.5,1.0,0.0,0.0,1,18,20,2,1,0,1,0
158,15,1.0,0.0,1.2,0.8,35.0,12,12.0,8.0,16.6,0.0,0.0,0.0,1,0,12,5,1,1,0,0
159,16,0.0,0.0,0.1,2.2,42.0,12,4.0,1.0,23.9,0.0,0.0,0.0,0,4,20,5,1,0,0,1
160,17,1.0,2.0,1.4,1.1,51.0,12,11.0,2.0,16.6,0.0,0.0,0.0,1,10,14,6,1,0,1,0
161,18,1.0,0.0,0.7,0.9,31.0,15,9.0,4.0,15.8,0.0,0.0,0.0,0,9,17,5,1,1,0,0
162,19,0.0,0.0,0.6,1.6,49.0,15,9.0,1.0,18.0,0.0,0.0,0.0,1,19,17,5,1,0,0,1
163,20,1.0,1.0,0.9,1.5,51.0,15,15.0,6.0,20.1,0.0,0.0,0.0,0,14,20,4,1,0,0,1
164,9,0.0,2.0,0.4,1.8,50.0,12,8.0,1.0,19.9,0.0,0.0,0.0,1,17,19,6,1,0,1,0
165,23,3.0,1.0,1.5,1.0,53.0,12,14.0,4.0,19.7,0.0,0.0,0.0,1,8,16,6,1,1,0,0
166,24,1.0,2.0,0.5,2.3,35.0,15,9.0,5.0,17.4,0.0,0.0,0.0,0,11,15,5,1,0,1,0
167,25,1.0,2.0,0.7,1.2,28.0,10,8.0,3.0,14.6,0.0,0.0,0.0,1,12,20,2,1,0,1,0
168,27,2.0,1.0,1.6,1.0,53.0,12,13.0,5.0,19.6,1.0,0.0,0.0,0,7,20,5,1,1,0,0
169,28,1.0,3.0,0.5,1.7,41.0,12,11.0,5.0,20.5,0.0,0.0,0.0,1,13,14,6,1,0,1,0
170,10,0.0,0.0,0.6,1.0,58.0,12,13.0,2.0,19.2,1.0,0.0,0.0,1,7,18,3,1,0,0,1
171,29,2.0,3.0,1.4,1.9,55.0,15,19.0,5.0,17.9,2.0,0.0,0.0,0,6,12,6,1,0,1,0
172,30,2.0,1.0,1.4,0.8,40.0,12,20.0,4.0,17.0,0.0,0.0,0.0,0,17,18,2,1,1,0,0
173,31,2.0,1.0,1.1,3.3,29.0,12,5.0,2.0,21.4,0.0,1.0,1.0,1,5,16,6,1,1,0,0
174,34,1.0,2.0,0.3,2.0,49.0,16,8.0,4.0,19.6,0.0,0.0,0.0,0,7,15,5,2,0,1,0
175,35,0.0,0.0,1.4,0.6,61.0,16,19.0,4.0,19.4,0.0,0.0,0.0,1,10,15,5,2,0,0,1
176,36,0.0,1.0,0.2,1.8,28.0,6,5.0,1.0,16.0,0.0,0.0,0.0,0,17,15,5,2,0,1,0
177,1,0.0,1.0,0.5,1.6,42.0,3,7.0,1.0,19.3,0.0,0.0,0.0,1,5,17,5,2,0,1,0
178,2,1.0,0.0,1.5,0.7,52.0,17,16.0,5.0,17.1,0.0,0.0,0.0,0,14,15,5,2,1,0,0
179,6,1.0,1.0,0.9,1.5,49.0,16,16.0,5.0,19.7,1.0,0.0,0.0,1,16,13,6,2,0,0,1
180,7,2.0,2.0,0.7,3.9,55.0,16,11.0,5.0,20.3,1.0,0.0,0.0,0,6,15,5,2,0,0,1
181,8,0.0,1.0,0.8,1.1,43.0,16,14.0,7.0,16.2,0.0,0.0,0.0,0,13,20,2,2,0,1,0
182,9,0.0,4.0,0.6,2.5,44.0,16,6.0,2.0,19.2,0.0,0.0,0.0,1,11,16,6,2,0,1,0
183,10,0.0,4.0,0.4,1.5,22.0,4,5.0,1.0,13.0,0.0,0.0,0.0,0,12,15,5,2,0,1,0
184,12,3.0,3.0,2.9,1.7,55.0,16,25.0,10.0,14.6,1.0,0.0,0.0,1,18,15,1,2,0,0,1
185,13,2.0,1.0,1.5,0.5,47.0,16,18.0,7.0,17.6,0.0,0.0,0.0,1,7,15,5,2,1,0,0
186,14,2.0,2.0,1.5,2.4,51.0,17,26.0,8.0,18.6,1.0,0.0,0.0,0,4,12,0,2,0,0,1
187,15,2.0,1.0,0.8,1.1,41.0,4,13.0,5.0,20.4,0.0,0.0,0.0,1,0,13,6,2,1,0,0
188,16,1.0,1.0,0.5,0.8,52.0,4,8.0,3.0,21.5,0.0,0.0,0.0,0,18,15,5,2,0,0,1
189,17,3.0,0.0,1.1,1.2,35.0,4,11.0,5.0,20.6,0.0,0.0,0.0,0,5,19,2,2,1,0,0
190,20,2.0,2.0,1.7,3.0,63.0,16,18.0,5.0,17.2,1.0,0.0,0.0,1,14,15,5,2,0,0,1
191,21,1.0,1.0,1.4,2.7,45.0,16,7.0,2.0,20.7,0.0,1.0,1.0,0,10,15,5,2,0,0,1
192,23,1.0,4.0,1.2,2.4,37.0,16,14.0,3.0,19.7,1.0,0.0,0.0,1,17,16,6,2,0,1,0
193,26,2.0,2.0,1.9,1.1,53.0,16,21.0,5.0,15.4,1.0,0.0,0.0,1,6,15,5,2,0,0,1
194,27,0.0,3.0,0.3,2.0,39.0,20,6.0,1.0,17.0,0.0,0.0,0.0,0,11,17,5,2,0,1,0
195,28,0.0,2.0,1.2,1.3,45.0,16,13.0,2.0,17.5,1.0,0.0,0.0,1,13,19,2,2,0,1,0
196,29,1.0,2.0,0.7,1.5,60.0,4,14.0,7.0,20.9,0.0,0.0,0.0,0,16,15,5,2,0,1,0
197,11,2.0,1.0,1.3,1.2,39.0,17,12.0,5.0,17.0,0.0,0.0,0.0,0,18,15,5,2,1,0,0
198,22,2.0,2.0,2.2,0.6,50.0,17,16.0,4.0,16.8,0.0,1.0,1.0,1,7,15,5,2,0,0,1
199,32,0.0,2.0,0.9,1.1,28.0,4,8.0,1.0,18.0,0.0,0.0,0.0,0,5,15,5,2,0,1,0
200,33,4.0,2.0,2.3,2.3,47.0,17,9.0,4.0,22.1,0.0,1.0,1.0,1,10,15,5,2,1,0,0
201,35,2.0,1.0,1.8,0.4,45.0,17,10.0,4.0,18.7,0.0,1.0,1.0,1,6,20,0,2,1,0,0
202,37,0.0,0.0,0.9,0.5,58.0,17,9.0,2.0,12.8,0.0,0.0,0.0,1,16,15,5,2,0,0,1
203,1,3.0,0.0,2.0,0.5,49.0,4,11.0,4.0,18.8,0.0,1.0,1.0,0,8,15,5,2,1,0,0
204,2,1.0,2.0,1.6,3.0,49.0,16,18.0,7.0,16.0,1.0,0.0,0.0,1,13,12,5,2,0,1,0
205,3,1.0,2.0,1.6,2.2,60.0,16,14.0,4.0,14.9,1.0,0.0,0.0,0,14,15,5,2,0,1,0
206,4,1.0,2.0,0.6,1.6,42.0,17,11.0,5.0,19.7,1.0,0.0,0.0,1,0,13,6,2,0,1,0
207,5,1.0,3.0,0.6,2.6,28.0,20,4.0,1.0,15.1,0.0,0.0,0.0,0,12,15,5,2,0,1,0
208,7,0.0,4.0,0.3,1.6,41.0,17,8.0,2.0,22.8,1.0,0.0,0.0,1,11,12,5,2,0,1,0
209,8,0.0,2.0,0.6,1.8,62.0,4,13.0,3.0,21.5,1.0,0.0,0.0,0,19,15,5,2,0,1,0
210,9,2.0,0.0,0.8,0.8,57.0,17,14.0,3.0,19.6,2.0,0.0,0.0,1,4,15,5,2,1,0,0
211,10,0.0,5.0,1.1,1.7,44.0,10,14.0,4.0,14.1,0.0,0.0,0.0,0,17,15,2,2,0,1,0
212,12,1.0,4.0,0.5,2.9,35.0,7,7.0,3.0,17.5,0.0,0.0,0.0,0,13,16,6,2,0,1,0
213,14,0.0,2.0,1.9,1.0,49.0,16,16.0,7.0,13.8,1.0,0.0,0.0,0,7,14,6,2,0,1,0
214,15,2.0,0.0,1.1,1.1,39.0,17,10.0,4.0,16.4,0.0,0.0,0.0,1,18,15,5,2,1,0,0
215,16,4.0,0.0,2.0,0.7,32.0,16,12.0,7.0,16.4,0.0,0.0,0.0,1,5,19,2,2,1,0,0
216,18,0.0,3.0,0.4,2.0,35.0,18,12.0,2.0,22.1,0.0,0.0,0.0,0,11,15,5,2,0,1,0
217,19,1.0,1.0,2.4,1.5,45.0,16,8.0,2.0,16.0,0.0,1.0,2.0,1,19,15,5,2,0,0,1
218,20,1.0,5.0,0.9,2.5,36.0,17,13.0,5.0,19.9,1.0,0.0,0.0,0,0,19,2,2,0,1,0
219,28,0.0,1.0,2.2,2.5,49.0,17,15.0,5.0,14.4,1.0,0.0,0.0,1,8,15,5,2,0,1,0
220,29,3.0,3.0,2.3,2.5,56.0,19,9.0,5.0,17.2,0.0,0.0,0.0,0,16,15,5,2,0,0,1
221,30,1.0,0.0,1.7,0.7,53.0,16,20.0,6.0,14.8,1.0,0.0,0.0,1,17,12,5,2,1,0,0
222,31,3.0,5.0,1.6,2.8,54.0,16,16.0,8.0,17.9,1.0,0.0,0.0,0,6,15,6,2,0,1,0
223,11,2.0,1.0,1.6,2.0,37.0,16,11.0,3.0,19.5,0.0,1.0,1.0,0,1,15,5,2,1,0,0
224,22,1.0,3.0,2.2,3.0,26.0,20,10.0,7.0,14.2,1.0,0.0,0.0,1,12,14,6,2,0,1,0
225,32,1.0,3.0,0.6,2.0,45.0,17,8.0,2.0,21.3,0.0,0.0,0.0,0,10,15,5,2,0,1,0
226,33,3.0,1.0,1.4,1.5,41.0,17,13.0,6.0,18.9,3.0,0.0,0.0,1,7,14,6,2,1,0,0
