,round,venue,gf,ga,xg,xga,poss,formation,sh,sot,dist,fk,pk,pkatt,season,venue_code,opp_code,hour,day_code,gf_rolling,ga_rolling,sh_rolling,sot_rolling,dist_rolling,fk_rolling,pk_rolling,pkatt_rolling,home_code,target_away,target_draw,target_home
509,12,1,1.0,0.0,1.1,0.7,46.0,18,11.0,3.0,19.2,1.0,0.0,0.0,2018-01-01,1,7,15,5,0.6666666666666666,1.6666666666666667,9.333333333333334,3.333333333333333,19.7,0.6666666666666666,0.0,0.0,4,0,0,1
510,13,0,2.0,2.0,0.7,0.8,45.0,18,13.0,6.0,17.0,0.0,0.0,0.0,2018-01-01,0,18,19,2,0.6666666666666666,1.0,11.0,3.6666666666666665,19.33333333333333,0.6666666666666666,0.0,0.0,4,0,1,0
511,14,1,0.0,1.0,0.4,2.0,30.0,18,7.0,0.0,19.0,0.0,0.0,0.0,2018-01-01,1,11,15,5,1.3333333333333333,1.0,12.0,4.0,18.63333333333333,0.3333333333333333,0.0,0.0,4,1,0,0
512,15,0,1.0,2.0,0.8,2.4,44.0,18,7.0,3.0,13.6,0.0,0.0,0.0,2018-01-01,0,13,15,5,1.0,1.0,10.333333333333334,3.0,18.399999999999995,0.3333333333333333,0.0,0.0,4,1,0,0
513,16,0,2.0,4.0,2.2,3.3,39.0,15,15.0,6.0,14.8,0.0,0.0,0.0,2018-01-01,0,8,19,1,1.0,1.6666666666666667,9.0,3.0,16.53333333333333,0.0,0.0,0.0,4,1,0,0
514,20,0,1.0,2.0,1.2,1.8,51.0,15,15.0,3.0,20.8,1.0,0.0,0.0,2018-01-01,0,10,19,1,1.0,2.333333333333333,9.666666666666666,3.0,15.8,0.0,0.0,0.0,4,1,0,0
515,23,0,2.0,1.0,0.2,1.5,38.0,18,4.0,3.0,25.1,0.0,0.0,0.0,2018-01-01,0,6,12,5,1.3333333333333333,2.6666666666666665,12.333333333333334,4.0,16.4,0.3333333333333333,0.0,0.0,4,0,0,1
516,25,1,0.0,1.0,0.7,0.7,60.0,15,14.0,1.0,20.2,0.0,0.0,0.0,2018-01-01,1,16,15,5,1.6666666666666667,2.333333333333333,11.333333333333334,4.0,20.23333333333333,0.3333333333333333,0.0,0.0,4,1,0,0
517,19,0,0.0,3.0,0.4,2.7,32.0,15,3.0,1.0,17.9,0.0,0.0,0.0,2018-01-01,0,5,19,2,1.0,1.3333333333333333,11.0,2.333333333333333,22.03333333333333,0.3333333333333333,0.0,0.0,4,1,0,0
518,27,1,0.0,5.0,0.3,2.5,51.0,15,8.0,1.0,23.7,0.0,0.0,0.0,2018-01-01,1,2,15,5,0.6666666666666666,1.6666666666666667,7.0,1.6666666666666667,21.066666666666663,0.0,0.0,0.0,4,1,0,0
519,28,0,0.0,0.0,0.2,2.7,32.0,15,5.0,0.0,24.5,0.0,0.0,0.0,2018-01-01,0,19,15,5,0.0,3.0,8.333333333333334,1.0,20.6,0.0,0.0,0.0,4,0,1,0
520,26,0,0.0,1.0,0.3,1.3,23.0,15,6.0,1.0,19.2,0.0,0.0,0.0,2018-01-01,0,17,19,1,0.0,2.6666666666666665,5.333333333333333,0.6666666666666666,22.03333333333333,0.0,0.0,0.0,4,1,0,0
521,29,1,1.0,1.0,1.3,0.4,50.0,17,9.0,2.0,13.3,0.0,0.0,0.0,2018-01-01,1,14,17,5,0.0,2.0,6.333333333333333,0.6666666666666666,22.466666666666665,0.0,0.0,0.0,4,0,1,0
522,30,0,1.0,1.0,1.9,2.4,30.0,18,10.0,4.0,16.2,1.0,1.0,1.0,2018-01-01,0,0,16,6,0.3333333333333333,0.6666666666666666,6.666666666666667,1.0,19.0,0.0,0.0,0.0,4,0,1,0
523,31,1,1.0,4.0,0.5,1.6,25.0,18,6.0,2.0,19.0,1.0,0.0,0.0,2018-01-01,1,12,15,6,0.6666666666666666,1.0,8.333333333333334,2.333333333333333,16.23333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,1,0,0
524,11,1,1.0,1.0,2.0,0.8,57.0,4,16.0,4.0,16.9,0.0,0.0,0.0,2019-01-01,1,18,15,5,1.0,2.0,8.333333333333334,2.6666666666666665,16.166666666666664,0.6666666666666666,0.3333333333333333,0.3333333333333333,4,0,1,0
525,22,1,0.0,2.0,0.8,1.7,51.0,4,12.0,3.0,15.4,0.0,0.0,0.0,2019-01-01,1,16,15,5,1.0,2.0,10.666666666666666,3.333333333333333,17.366666666666664,0.6666666666666666,0.3333333333333333,0.3333333333333333,4,1,0,0
526,32,0,0.0,4.0,0.9,1.9,47.0,4,6.0,1.0,14.7,0.0,0.0,0.0,2019-01-01,0,12,15,5,0.6666666666666666,2.333333333333333,11.333333333333334,3.0,17.099999999999998,0.3333333333333333,0.0,0.0,4,1,0,0
527,34,0,0.0,0.0,1.4,0.9,71.0,4,16.0,2.0,18.3,0.0,0.0,0.0,2019-01-01,0,14,17,5,0.3333333333333333,2.333333333333333,11.333333333333334,2.6666666666666665,15.666666666666664,0.0,0.0,0.0,4,0,1,0
528,35,0,0.0,2.0,0.6,3.7,47.0,6,8.0,1.0,17.4,0.0,0.0,0.0,2019-01-01,0,5,15,5,0.0,2.0,11.333333333333334,2.0,16.13333333333333,0.0,0.0,0.0,4,1,0,0
529,36,1,3.0,0.0,2.4,0.4,48.0,17,17.0,6.0,17.6,1.0,0.0,0.0,2019-01-01,1,17,12,5,0.0,2.0,10.0,1.3333333333333333,16.799999999999997,0.0,0.0,0.0,4,0,0,1
530,37,0,1.0,2.0,1.2,3.0,51.0,17,20.0,5.0,20.3,0.0,0.0,0.0,2019-01-01,0,1,15,5,1.0,0.6666666666666666,13.666666666666666,3.0,17.766666666666662,0.3333333333333333,0.0,0.0,4,1,0,0
531,1,1,3.0,2.0,1.2,0.9,55.0,17,7.0,3.0,20.4,2.0,1.0,1.0,2019-01-01,1,7,15,5,1.3333333333333333,1.3333333333333333,15.0,4.0,18.433333333333334,0.3333333333333333,0.0,0.0,4,0,0,1
532,3,0,1.0,3.0,0.8,3.6,58.0,17,6.0,2.0,11.0,0.0,0.0,0.0,2019-01-01,0,13,14,6,2.333333333333333,1.3333333333333333,14.666666666666666,4.666666666666667,19.433333333333334,1.0,0.3333333333333333,0.3333333333333333,4,1,0,0
533,4,1,0.0,2.0,0.6,3.6,53.0,4,7.0,0.0,15.1,0.0,0.0,0.0,2019-01-01,1,10,15,5,1.6666666666666667,2.333333333333333,11.0,3.333333333333333,17.23333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,4,1,0,0
534,5,0,1.0,2.0,0.8,1.3,56.0,14,12.0,5.0,21.0,1.0,0.0,0.0,2019-01-01,0,11,15,5,1.3333333333333333,2.333333333333333,6.666666666666667,1.6666666666666667,15.499999999999998,0.6666666666666666,0.3333333333333333,0.3333333333333333,4,1,0,0
535,6,0,2.0,1.0,1.7,0.9,50.0,8,20.0,9.0,14.6,1.0,0.0,0.0,2019-01-01,0,0,20,3,0.6666666666666666,2.333333333333333,8.333333333333334,2.333333333333333,15.699999999999998,0.3333333333333333,0.0,0.0,4,0,0,1
536,7,1,2.0,2.0,1.2,1.5,61.0,15,13.0,5.0,18.0,0.0,0.0,0.0,2019-01-01,1,19,16,6,1.0,1.6666666666666667,13.0,4.666666666666667,16.9,0.6666666666666666,0.0,0.0,4,0,1,0
537,8,0,1.0,1.0,2.3,0.7,65.0,12,15.0,10.0,19.3,0.0,0.0,0.0,2019-01-01,0,6,19,0,1.6666666666666667,1.6666666666666667,15.0,6.333333333333333,17.866666666666664,0.6666666666666666,0.0,0.0,4,0,1,0
538,10,0,1.0,2.0,1.0,0.8,46.0,4,11.0,5.0,21.5,1.0,0.0,0.0,2019-01-01,0,17,12,3,1.6666666666666667,1.3333333333333333,16.0,8.0,17.299999999999997,0.3333333333333333,0.0,0.0,4,1,0,0
539,12,1,2.0,0.0,0.8,0.5,55.0,12,16.0,6.0,20.9,0.0,0.0,0.0,2019-01-01,1,2,12,5,1.3333333333333333,1.6666666666666667,13.0,6.666666666666667,19.6,0.3333333333333333,0.0,0.0,4,0,0,1
540,13,1,1.0,1.0,1.3,1.3,48.0,8,16.0,5.0,16.9,1.0,0.0,0.0,2019-01-01,1,5,12,2,1.3333333333333333,1.0,14.0,7.0,20.566666666666663,0.3333333333333333,0.0,0.0,4,0,1,0
541,14,0,0.0,1.0,1.3,1.7,47.0,4,9.0,2.0,15.8,0.0,0.0,0.0,2019-01-01,0,7,15,5,1.3333333333333333,1.0,14.333333333333334,5.333333333333333,19.766666666666666,0.6666666666666666,0.0,0.0,4,1,0,0
542,15,1,1.0,1.0,1.1,0.6,55.0,17,10.0,2.0,13.6,0.0,0.0,0.0,2019-01-01,1,1,15,5,1.0,0.6666666666666666,13.666666666666666,4.333333333333333,17.866666666666664,0.3333333333333333,0.0,0.0,4,0,1,0
543,16,0,1.0,3.0,1.8,1.4,66.0,17,21.0,8.0,19.4,0.0,0.0,0.0,2019-01-01,0,2,19,1,0.6666666666666666,1.0,11.666666666666666,3.0,15.43333333333333,0.3333333333333333,0.0,0.0,4,1,0,0
544,17,0,3.0,3.0,1.9,0.8,65.0,12,19.0,6.0,17.7,2.0,0.0,0.0,2019-01-01,0,18,15,5,0.6666666666666666,1.6666666666666667,13.333333333333334,4.0,16.266666666666666,0.0,0.0,0.0,4,0,1,0
545,20,1,0.0,1.0,2.2,2.5,65.0,12,23.0,8.0,17.8,0.0,0.0,0.0,2019-01-01,1,6,12,5,1.6666666666666667,2.333333333333333,16.666666666666668,5.333333333333333,16.9,0.6666666666666666,0.0,0.0,4,1,0,0
546,21,0,0.0,0.0,0.3,0.8,57.0,15,7.0,1.0,23.9,0.0,0.0,0.0,2019-01-01,0,19,15,5,1.3333333333333333,2.333333333333333,21.0,7.333333333333333,18.3,0.6666666666666666,0.0,0.0,4,0,1,0
547,23,1,2.0,1.0,1.0,0.8,41.0,12,9.0,5.0,16.2,0.0,0.0,0.0,2019-01-01,1,0,15,5,1.0,1.3333333333333333,16.333333333333332,5.0,19.8,0.6666666666666666,0.0,0.0,4,0,0,1
548,24,0,0.0,0.0,1.1,0.6,34.0,11,9.0,1.0,27.6,1.0,0.0,1.0,2019-01-01,0,10,18,1,0.6666666666666666,0.6666666666666666,13.0,4.666666666666667,19.3,0.0,0.0,0.0,4,0,1,0
549,25,1,0.0,3.0,0.4,1.0,38.0,17,8.0,2.0,17.6,0.0,0.0,0.0,2019-01-01,1,13,20,1,0.6666666666666666,0.3333333333333333,8.333333333333334,2.333333333333333,22.566666666666663,0.3333333333333333,0.0,0.3333333333333333,4,1,0,0
550,27,1,1.0,3.0,2.4,2.5,44.0,13,12.0,2.0,13.1,0.0,0.0,0.0,2019-01-01,1,11,20,2,0.6666666666666666,1.3333333333333333,8.666666666666666,2.6666666666666665,20.466666666666665,0.3333333333333333,0.0,0.3333333333333333,4,1,0,0
551,28,1,0.0,5.0,0.2,4.4,30.0,16,3.0,0.0,13.3,0.0,0.0,0.0,2019-01-01,1,12,20,5,0.3333333333333333,2.0,9.666666666666666,1.6666666666666667,19.433333333333334,0.3333333333333333,0.0,0.3333333333333333,4,1,0,0
552,29,0,1.0,1.0,0.7,2.5,33.0,3,10.0,2.0,15.1,0.0,0.0,0.0,2019-01-01,0,16,20,3,0.3333333333333333,3.6666666666666665,7.666666666666667,1.3333333333333333,14.666666666666666,0.0,0.0,0.0,4,0,1,0
553,30,1,0.0,0.0,0.8,0.9,61.0,12,11.0,3.0,17.9,0.0,0.0,0.0,2019-01-01,1,14,18,0,0.6666666666666666,3.0,8.333333333333334,1.3333333333333333,13.833333333333334,0.0,0.0,0.0,4,0,1,0
554,0,1,1.0,3.0,1.1,1.2,52.0,7,13.0,3.0,17.6,0.0,0.0,0.0,2020-01-01,1,5,20,0,0.3333333333333333,2.0,8.0,1.6666666666666667,15.433333333333332,0.0,0.0,0.0,4,1,0,0
555,11,0,3.0,0.0,1.8,0.5,53.0,4,12.0,5.0,22.5,0.0,1.0,1.0,2020-01-01,0,14,14,6,0.6666666666666666,1.3333333333333333,11.333333333333334,2.6666666666666665,16.866666666666664,0.0,0.0,0.0,4,0,0,1
556,22,1,2.0,3.0,2.5,1.5,53.0,4,17.0,4.0,16.5,0.0,1.0,1.0,2020-01-01,1,13,12,5,1.3333333333333333,1.0,12.0,3.6666666666666665,19.33333333333333,0.0,0.3333333333333333,0.3333333333333333,4,1,0,0
557,32,0,2.0,4.0,1.3,1.6,57.0,4,11.0,3.0,18.7,1.0,0.0,0.0,2020-01-01,0,7,15,5,2.0,2.0,14.0,4.0,18.866666666666664,0.0,0.6666666666666666,0.6666666666666666,4,1,0,0
558,33,0,1.0,1.0,1.7,0.8,66.0,4,20.0,3.0,16.0,0.0,0.0,0.0,2020-01-01,0,6,14,6,2.333333333333333,2.333333333333333,13.333333333333334,4.0,19.23333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,4,0,1,0
559,35,0,1.0,2.0,0.3,1.7,56.0,6,6.0,2.0,16.1,0.0,0.0,0.0,2020-01-01,0,17,19,6,1.6666666666666667,2.6666666666666665,16.0,3.333333333333333,17.066666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,1,0,0
560,37,0,2.0,1.0,1.4,1.5,44.0,3,7.0,3.0,13.3,0.0,0.0,0.0,2020-01-01,0,1,15,5,1.3333333333333333,2.333333333333333,12.333333333333334,2.6666666666666665,16.933333333333334,0.3333333333333333,0.0,0.0,4,0,0,1
561,1,1,1.0,1.0,2.3,0.2,40.0,3,9.0,2.0,20.9,1.0,1.0,2.0,2020-01-01,1,11,12,5,1.3333333333333333,1.3333333333333333,11.0,2.6666666666666665,15.133333333333333,0.0,0.0,0.0,4,0,1,0
562,2,1,1.0,2.0,1.9,1.4,48.0,3,11.0,3.0,15.8,0.0,1.0,1.0,2020-01-01,1,16,20,0,1.3333333333333333,1.3333333333333333,7.333333333333333,2.333333333333333,16.766666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,4,1,0,0
563,3,0,0.0,3.0,0.9,1.5,46.0,12,12.0,4.0,20.3,0.0,0.0,0.0,2020-01-01,0,10,19,6,1.3333333333333333,1.3333333333333333,9.0,2.6666666666666665,16.666666666666668,0.3333333333333333,0.6666666666666666,1.0,4,1,0,0
564,4,0,0.0,0.0,0.5,1.0,54.0,4,9.0,4.0,23.5,1.0,0.0,0.0,2020-01-01,0,8,20,2,0.6666666666666666,2.0,10.666666666666666,3.0,19.0,0.3333333333333333,0.6666666666666666,1.0,4,0,1,0
565,6,0,2.0,2.0,1.1,1.3,56.0,4,13.0,4.0,16.2,0.0,0.0,0.0,2020-01-01,0,18,14,6,0.3333333333333333,1.6666666666666667,10.666666666666666,3.6666666666666665,19.866666666666664,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,0,1,0
566,7,1,0.0,1.0,0.8,1.1,50.0,7,13.0,2.0,13.9,0.0,0.0,0.0,2020-01-01,1,0,18,1,0.6666666666666666,1.6666666666666667,11.333333333333334,4.0,20.0,0.3333333333333333,0.0,0.0,4,1,0,0
567,8,1,3.0,3.0,2.2,1.6,54.0,4,12.0,3.0,16.7,0.0,1.0,1.0,2020-01-01,1,19,17,5,0.6666666666666666,1.0,11.666666666666666,3.333333333333333,17.866666666666667,0.3333333333333333,0.0,0.0,4,0,1,0
568,9,0,0.0,1.0,0.2,2.0,35.0,8,5.0,1.0,21.0,0.0,0.0,0.0,2020-01-01,0,12,18,2,1.6666666666666667,2.0,12.666666666666666,3.0,15.6,0.0,0.3333333333333333,0.3333333333333333,4,1,0,0
569,10,0,1.0,0.0,1.4,0.3,34.0,4,7.0,2.0,15.1,0.0,0.0,0.0,2020-01-01,0,9,15,5,1.0,1.6666666666666667,10.0,2.0,17.2,0.0,0.3333333333333333,0.3333333333333333,4,0,0,1
570,12,1,0.0,0.0,1.8,0.5,50.0,7,16.0,5.0,16.0,1.0,0.0,0.0,2020-01-01,1,8,19,2,1.3333333333333333,1.3333333333333333,8.0,2.0,17.599999999999998,0.0,0.3333333333333333,0.3333333333333333,4,0,1,0
571,13,1,1.0,0.0,1.6,0.4,43.0,4,16.0,3.0,15.5,0.0,0.0,0.0,2020-01-01,1,17,19,6,0.3333333333333333,0.3333333333333333,9.333333333333334,2.6666666666666665,17.366666666666664,0.3333333333333333,0.0,0.0,4,0,0,1
572,14,0,1.0,0.0,1.3,1.0,37.0,7,13.0,4.0,13.7,0.0,0.0,0.0,2020-01-01,0,11,20,2,0.6666666666666666,0.0,13.0,3.333333333333333,15.533333333333331,0.3333333333333333,0.0,0.0,4,0,0,1
573,16,1,0.0,0.0,2.2,0.1,58.0,9,26.0,9.0,18.3,3.0,0.0,0.0,2020-01-01,1,1,20,5,0.6666666666666666,0.0,15.0,4.0,15.066666666666665,0.3333333333333333,0.0,0.0,4,0,1,0
574,17,1,1.0,2.0,2.4,0.2,74.0,17,25.0,5.0,14.5,0.0,0.0,0.0,2020-01-01,1,6,20,0,0.6666666666666666,0.0,18.33333333333333,5.333333333333333,15.83333333333333,1.0,0.0,0.0,4,1,0,0
575,19,1,1.0,2.0,0.8,0.9,37.0,17,7.0,2.0,15.0,0.0,0.0,0.0,2020-01-01,1,10,20,5,0.6666666666666666,0.6666666666666666,21.33333333333333,6.0,15.499999999999998,1.0,0.0,0.0,4,1,0,0
576,20,0,2.0,1.0,0.8,0.6,41.0,17,8.0,6.0,18.8,1.0,0.0,0.0,2020-01-01,0,16,12,6,0.6666666666666666,1.3333333333333333,19.33333333333333,5.333333333333333,15.933333333333332,1.0,0.0,0.0,4,0,0,1
577,21,1,3.0,0.0,0.9,0.1,65.0,3,11.0,6.0,15.7,0.0,0.0,0.0,2020-01-01,1,14,20,5,1.3333333333333333,1.6666666666666667,13.333333333333334,4.333333333333333,16.099999999999998,0.3333333333333333,0.0,0.0,4,0,0,1
578,23,0,1.0,2.0,1.2,1.5,43.0,3,5.0,3.0,10.3,0.0,0.0,0.0,2020-01-01,0,13,19,6,2.0,1.0,8.666666666666666,4.666666666666667,16.499999999999996,0.3333333333333333,0.0,0.0,4,1,0,0
579,24,1,0.0,0.0,1.2,0.4,55.0,4,23.0,3.0,19.0,2.0,0.0,0.0,2020-01-01,1,7,20,0,2.0,1.0,8.0,5.0,14.933333333333332,0.3333333333333333,0.0,0.0,4,0,1,0
580,25,0,0.0,0.0,0.5,0.7,36.0,0,11.0,2.0,23.6,1.0,0.0,0.0,2020-01-01,0,5,20,1,1.3333333333333333,0.6666666666666666,13.0,4.0,14.999999999999998,0.6666666666666666,0.0,0.0,4,0,1,0
581,27,1,2.0,0.0,2.3,0.6,42.0,3,16.0,4.0,18.4,0.0,1.0,1.0,2020-01-01,1,9,15,5,0.3333333333333333,0.6666666666666666,13.0,2.6666666666666665,17.63333333333333,1.0,0.0,0.0,4,0,0,1
582,28,0,1.0,2.0,0.3,1.1,39.0,16,5.0,3.0,12.8,0.0,0.0,0.0,2020-01-01,0,19,12,6,0.6666666666666666,0.0,16.666666666666668,3.0,20.33333333333333,1.0,0.3333333333333333,0.3333333333333333,4,1,0,0
583,29,1,1.0,1.0,0.8,1.7,51.0,4,10.0,2.0,23.8,0.0,0.0,0.0,2020-01-01,1,18,20,5,1.0,0.6666666666666666,10.666666666666666,3.0,18.266666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,0,1,0
584,30,1,3.0,2.0,1.1,0.9,63.0,7,19.0,6.0,19.7,1.0,0.0,0.0,2020-01-01,1,12,19,1,1.3333333333333333,1.0,10.333333333333334,3.0,18.33333333333333,0.0,0.3333333333333333,0.3333333333333333,4,0,0,1
585,31,0,0.0,2.0,0.2,0.8,46.0,15,5.0,1.0,22.6,0.0,0.0,0.0,2020-01-01,0,0,16,6,1.6666666666666667,1.6666666666666667,11.333333333333334,3.6666666666666665,18.766666666666666,0.3333333333333333,0.0,0.0,4,1,0,0
647,33,1,0.0,0.0,0.8,1.4,51.0,4,13.0,4.0,21.1,0.0,0.0,0.0,2017-01-01,1,0,13,6,2.0,0.6666666666666666,14.333333333333334,5.0,19.0,0.6666666666666666,0.0,0.0,5,0,1,0
648,35,1,0.0,1.0,0.5,0.9,39.0,6,4.0,2.0,11.5,0.0,0.0,0.0,2017-01-01,1,12,17,5,1.3333333333333333,0.3333333333333333,15.666666666666666,5.666666666666667,20.5,0.3333333333333333,0.0,0.0,5,1,0,0
649,36,0,1.0,2.0,0.8,1.7,57.0,4,15.0,5.0,20.0,1.0,0.0,0.0,2017-01-01,0,6,15,5,0.6666666666666666,0.6666666666666666,11.0,4.0,17.866666666666667,0.3333333333333333,0.0,0.0,5,1,0,0
650,1,0,1.0,0.0,1.6,0.5,58.0,4,18.0,5.0,15.1,0.0,0.0,0.0,2017-01-01,0,2,17,5,0.3333333333333333,1.0,10.666666666666666,3.6666666666666665,17.533333333333335,0.3333333333333333,0.0,0.0,5,0,0,1
651,2,1,1.0,0.0,1.6,0.7,54.0,0,18.0,8.0,17.2,0.0,0.0,0.0,2017-01-01,1,13,16,6,0.6666666666666666,1.0,12.333333333333334,4.0,15.533333333333331,0.3333333333333333,0.0,0.0,5,0,0,1
652,4,0,1.0,1.0,0.8,1.2,47.0,6,11.0,3.0,17.5,1.0,0.0,0.0,2017-01-01,0,11,17,5,1.0,0.6666666666666666,17.0,6.0,17.433333333333334,0.3333333333333333,0.0,0.0,5,0,1,0
653,6,1,3.0,1.0,3.2,0.6,65.0,6,22.0,8.0,16.6,0.0,1.0,1.0,2017-01-01,1,14,12,5,1.0,0.3333333333333333,15.666666666666666,5.333333333333333,16.599999999999998,0.3333333333333333,0.0,0.0,5,0,0,1
654,7,0,0.0,1.0,1.2,0.3,69.0,6,19.0,2.0,18.2,0.0,0.0,0.0,2017-01-01,0,18,12,5,1.6666666666666667,0.6666666666666666,17.0,6.333333333333333,17.099999999999998,0.3333333333333333,0.3333333333333333,0.3333333333333333,5,1,0,0
655,9,1,1.0,0.0,1.4,0.5,54.0,4,24.0,8.0,19.4,1.0,0.0,0.0,2017-01-01,1,16,15,5,1.3333333333333333,1.0,17.333333333333332,4.333333333333333,17.433333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,5,0,0,1
656,10,0,0.0,0.0,1.8,0.3,68.0,4,25.0,5.0,19.5,1.0,0.0,0.0,2017-01-01,0,7,12,5,1.3333333333333333,0.6666666666666666,21.666666666666668,6.0,18.066666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333,5,0,1,0
657,12,1,2.0,0.0,2.1,0.5,67.0,6,25.0,7.0,18.0,2.0,0.0,0.0,2017-01-01,1,4,15,1,0.3333333333333333,0.3333333333333333,22.666666666666668,5.0,19.03333333333333,0.6666666666666666,0.0,0.0,5,0,0,1
658,14,0,2.0,2.0,3.0,1.2,42.0,6,18.0,5.0,16.9,1.0,1.0,1.0,2017-01-01,0,0,19,2,1.0,0.0,24.666666666666668,6.666666666666667,18.966666666666665,1.3333333333333333,0.0,0.0,5,0,1,0
659,15,1,0.0,0.0,0.6,1.2,56.0,6,17.0,7.0,22.2,1.0,0.0,0.0,2017-01-01,1,10,15,5,1.3333333333333333,0.6666666666666666,22.666666666666668,5.666666666666667,18.133333333333336,1.3333333333333333,0.3333333333333333,0.3333333333333333,5,0,1,0
660,16,0,4.0,0.0,1.3,0.8,58.0,4,14.0,10.0,20.4,3.0,0.0,0.0,2017-01-01,0,4,12,5,1.3333333333333333,0.6666666666666666,20.0,6.333333333333333,19.03333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,5,0,0,1
661,17,1,0.0,3.0,1.2,1.1,65.0,4,21.0,5.0,17.9,2.0,0.0,0.0,2017-01-01,1,2,19,2,2.0,0.6666666666666666,16.333333333333332,7.333333333333333,19.83333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,5,1,0,0
662,20,0,1.0,2.0,1.7,1.2,56.0,4,14.0,7.0,18.2,1.0,0.0,0.0,2017-01-01,0,13,14,6,1.3333333333333333,1.0,17.333333333333332,7.333333333333333,20.166666666666664,2.0,0.0,0.0,5,1,0,0
663,21,0,0.0,1.0,0.1,0.9,29.0,4,3.0,0.0,17.6,0.0,0.0,0.0,2017-01-01,0,12,16,6,1.6666666666666667,1.6666666666666667,16.333333333333332,7.333333333333333,18.83333333333333,2.0,0.0,0.0,5,1,0,0
664,23,1,2.0,1.0,3.1,1.1,62.0,4,27.0,8.0,17.5,1.0,0.0,0.0,2017-01-01,1,6,17,5,0.3333333333333333,2.0,12.666666666666666,4.0,17.900000000000002,1.0,0.0,0.0,5,0,0,1
665,25,1,1.0,3.0,1.0,1.4,49.0,4,14.0,4.0,17.1,0.0,0.0,0.0,2017-01-01,1,17,16,6,1.0,1.3333333333333333,14.666666666666666,5.0,17.766666666666666,0.6666666666666666,0.0,0.0,5,1,0,0
666,26,1,1.0,1.0,1.7,0.3,59.0,4,23.0,6.0,16.7,0.0,0.0,0.0,2017-01-01,1,18,16,6,1.0,1.6666666666666667,14.666666666666666,4.0,17.400000000000002,0.3333333333333333,0.0,0.0,5,0,1,0
667,27,0,3.0,2.0,0.8,1.0,58.0,4,17.0,5.0,21.5,0.0,0.0,0.0,2017-01-01,0,16,12,5,1.3333333333333333,1.6666666666666667,21.33333333333333,6.0,17.1,0.3333333333333333,0.0,0.0,5,0,0,1
668,30,1,1.0,0.0,0.6,0.5,32.0,6,12.0,4.0,16.6,0.0,0.0,0.0,2017-01-01,1,11,16,6,1.6666666666666667,2.0,18.0,5.0,18.433333333333334,0.0,0.0,0.0,5,0,0,1
669,31,0,0.0,3.0,1.0,2.2,58.0,6,6.0,2.0,14.6,0.0,0.0,0.0,2017-01-01,0,14,15,6,1.6666666666666667,1.0,17.333333333333332,5.0,18.26666666666667,0.0,0.0,0.0,5,1,0,0
670,11,1,3.0,2.0,1.6,2.4,62.0,15,24.0,11.0,20.4,1.0,0.0,0.0,2018-01-01,1,0,17,5,1.3333333333333333,1.6666666666666667,11.666666666666666,3.6666666666666665,17.566666666666666,0.0,0.0,0.0,5,0,0,1
671,22,0,2.0,1.0,1.5,0.2,80.0,15,14.0,2.0,19.6,0.0,1.0,1.0,2018-01-01,0,14,16,6,1.3333333333333333,1.6666666666666667,14.0,5.666666666666667,17.2,0.3333333333333333,0.0,0.0,5,0,0,1
672,32,1,2.0,0.0,1.1,0.9,72.0,15,24.0,6.0,20.3,1.0,0.0,0.0,2018-01-01,1,2,15,5,1.6666666666666667,2.0,14.666666666666666,5.0,18.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,5,0,0,1
673,34,0,0.0,0.0,1.5,1.0,71.0,15,17.0,6.0,16.0,1.0,0.0,0.0,2018-01-01,0,18,13,6,2.333333333333333,1.0,20.666666666666668,6.333333333333333,20.1,0.6666666666666666,0.3333333333333333,0.3333333333333333,5,0,1,0
674,35,1,1.0,1.0,1.1,1.6,47.0,15,10.0,4.0,13.2,0.0,0.0,0.0,2018-01-01,1,11,17,5,1.3333333333333333,0.3333333333333333,18.33333333333333,4.666666666666667,18.633333333333336,0.6666666666666666,0.3333333333333333,0.3333333333333333,5,0,1,0
675,36,0,3.0,0.0,2.9,1.6,65.0,15,21.0,6.0,15.1,0.0,0.0,0.0,2018-01-01,0,16,14,6,1.0,0.3333333333333333,17.0,5.333333333333333,16.5,0.6666666666666666,0.0,0.0,5,0,0,1
676,37,1,2.0,2.0,1.8,0.8,62.0,15,21.0,6.0,18.0,1.0,0.0,0.0,2018-01-01,1,13,12,5,1.3333333333333333,0.3333333333333333,16.0,5.333333333333333,14.766666666666666,0.3333333333333333,0.0,0.0,5,0,1,0
677,2,1,3.0,1.0,1.7,0.4,73.0,15,15.0,6.0,17.4,0.0,0.0,0.0,2018-01-01,1,6,16,6,2.0,1.0,17.333333333333332,5.333333333333333,15.433333333333332,0.3333333333333333,0.0,0.0,5,0,0,1
